,EffectiveLength,Length,Name,NumReads,TPM,Unnamed: 0,count,deviation,mean,std
16763,1665.991,1865,ENST00000450633,1125.0,20.781313,,1501,11.336765198303505,1124.05,33.25022556314467
4558,351.005,550,ENST00000492213,743.956123,65.226895,,1065,11.33598813112556,747.6192531543004,27.997625189308184
41771,1448.991,1648,ENST00000380527,2799.0,59.447052,,3415,11.335711881414332,2804.94,53.81752874296626
38845,2846.991,3046,ENST00000274963,1512.0,16.344015,,1947,11.331372972568692,1513.67,38.24161476716171
190,697.998,897,ENST00000399838,1496.0,65.958434,,1933,11.323962480376931,1498.17,38.39910285410325
27515,881.9910000000001,1081,ENST00000304043,4058.052329,141.594593,,4794,11.322667653742352,4061.4236764431985,64.69997583252136
10115,723.998,923,ENST00000369016,561.8353559999999,23.881666,,842,11.320951759591006,564.9472240829152,24.47256925040496
2659,824.9910000000001,1024,ENST00000439427,1362.0,50.806712,,1786,11.31579129834412,1355.88,38.0105985219912
73811,2039.991,2239,ENST00000351691,3270.549054,49.33845,,3908,11.315356392000089,3273.5223326988967,56.0722654524321
26774,837.9910000000001,1037,ENST00000604882,62986.480511,2313.136046,,65797,11.31201565767721,63009.61452578702,246.40926591374026
4268,1827.991,2027,ENST00000216038,3257.273105,54.836940000000006,,4003,11.308918641664794,3259.95973447075,65.70391821475395
49228,733.998,933,ENST00000450772,1133.0,47.503757,,1516,11.30814666439884,1135.52,33.646539197962106
61034,481.001,680,ENST00000378268,314.318515,20.110242,,542,11.301405526091635,312.10404525346996,20.34224453018411
86608,1721.991,1921,ENST00000599790,1406.8263140000001,25.142167,,1830,11.299373622101289,1406.1469206562992,37.51120137444211
44461,1390.991,1590,ENST00000371579,741.773287,16.411186999999998,,1079,11.287271494918352,746.156329632695,29.48840829399334
2111,1533.991,1733,ENST00000395053,1132.894695,22.727928,,1536,11.286649790777966,1135.8982809112497,35.44911258039239
84854,368.005,567,ENST00000591638,1390.0,116.239524,,1850,11.286160503401664,1389.755,40.77959017695003
5635,2558.991,2758,ENST00000444521,1016.0,12.218504,,1373,11.280906887734233,1017.635,31.501456712349036
60197,1428.991,1628,ENST00000339992,955.0,20.566813,,1300,11.27978897101857,956.09,30.489045573779446
37759,1294.991,1494,ENST00000396948,2069.521529,49.180883,,2581,11.272721240708746,2068.4973209700997,45.463971660996904
39032,1933.991,2133,ENST00000372988,1896.560662,30.179037,,2525,11.270026954720363,1893.86058508025,56.00158876775375
85756,510.0,709,ENST00000587146,1016.8578140000001,61.359662,,1437,11.26294287773784,1014.7900667806949,37.48664428138393
74804,5000.991,5200,ENST00000399464,1027.0,6.319858999999999,,1370,11.259137542711068,1028.3562988521753,30.343683062029715
84738,860.9910000000001,1060,ENST00000546283,1128.680834,40.342771,,1578,11.255189827307518,1129.27900980595,39.86791845174891
3008,4138.991,4338,ENST00000398058,4476.492827,33.284073,,6068,11.250624259647152,4441.451363022049,144.5740786857425
5898,3576.991,3776,ENST00000340381,963.0,8.285171,,1299,11.243328260113287,959.87,30.16277672894191
82207,2209.991,2409,ENST00000380317,880.187561,12.25682,,1237,11.220492450161194,884.1614839138753,31.445902900728377
29605,1407.991,1607,ENST00000510794,1275.738405,27.883987,,1727,11.218778758644637,1274.20892254635,40.36010400015701
28216,2003.991,2203,ENST00000194118,1387.422759,21.306207,,1796,11.217935023896509,1389.656677266249,36.222648987372104
59483,3838.991,4038,ENST00000315563,1396.0,11.190806,,1819,11.217033825156681,1393.02,37.976171476335
53304,1344.991,1544,ENST00000298852,4851.066546,110.99693300000001,,6313,11.2144354634454,4803.76157629175,134.57997316296186
11807,7689.991,7889,ENST00000258341,3575.0,14.306823999999999,,4214,11.208804292111584,3575.995,56.9199874824301
7029,525.999,725,ENST00000373713,2861.733652,167.431407,,3466,11.193379208503798,2860.999025236649,54.0498953438227
85839,2408.991,2608,ENST00000361821,1194.5315449999998,15.260035,,1572,11.19261888760148,1188.9349686371002,34.22479003437137
85578,694.998,894,ENST00000594216,1027.0,45.475744,,1398,11.192057475961334,1029.77632839585,32.900445016033274
10110,3732.991,3932,ENST00000369026,6082.050852,50.140211,,6949,11.188078777994106,6078.0730758787495,77.84418946300964
79012,752.998,952,ENST00000580571,1088.738766,44.496187,,1464,11.185013991759073,1086.3395976021252,33.7648573954515
21259,1972.991,2172,ENST00000419070,6185.377665,96.479314,,7081,11.179906997504018,6187.47266367445,79.92260906329861
48461,3004.991,3204,ENST00000313871,1081.024135,11.070960000000001,,1495,11.179567738630395,1081.796460892145,36.960600692999286
66599,3607.991,3807,ENST00000458477,1645.2853630000002,14.033592,,2098,11.178937395195188,1642.7775973853504,40.721437693202255
38710,642.998,842,ENST00000244520,2998.0475309999997,143.490046,,3759,11.17814627096715,2990.0808450611,68.78771634398841
64738,1891.991,2091,ENST00000389146,2175.886322,35.392417,,2748,11.175793085064386,2170.2300024229,51.69834419619371
39126,7580.991,7780,ENST00000252050,1386.0,5.626396,,1791,11.171019399668566,1384.2911070778498,36.40750036959177
39200,997.9910000000001,1197,ENST00000413642,767.243062,23.65917,,1159,11.166546384850601,763.0671380510148,35.45705613027661
84793,2582.991,2782,ENST00000590550,911.3612449999999,10.858272,,1693,11.162296033012487,911.3684940365648,70.024258777205
48455,1766.991,1966,ENST00000416733,1868.3860079999997,32.540586,,2501,11.157922692084554,1869.6928195800501,56.57927535810945
45463,2914.991,3114,ENST00000221130,1735.926584,18.326824,,3373,11.155788986483445,1739.013761114601,146.46980512675222
12915,2946.991,3146,ENST00000366784,1331.947156,13.909170999999999,,1791,11.153851300914834,1335.0288972344001,40.88014896954932
19749,659.998,859,ENST00000405983,1448.509628,67.541648,,1913,11.151673310263183,1446.7097378108,41.81347939596298
84985,5012.991,5212,ENST00000441788,862.6326349999999,5.295683,,1205,11.151128308159384,858.9658737758244,31.031310613741137
10532,3010.991,3210,ENST00000292211,3011.0,30.774738,,3587,11.149179843134407,3008.885,51.85269303517418
2993,2383.991,2583,ENST00000327574,1098.0,14.173947,,1435,11.142248594745016,1095.68499999995,30.453009292942912
51307,6255.991,6455,ENST00000369498,3994.0,19.647395,,4645,11.141629916864538,3995.745,58.27289228277586
90518,1544.991,1744,ENST00000419967,1508.31092,30.044019,,2100,11.139853941384589,1500.3156558937005,53.8323345406236
20669,4361.991,4561,ENST00000234256,3556.4269679999998,25.091243,,4312,11.135742178625097,3560.4312571808523,67.4915718021717
61994,936.9910000000001,1136,ENST00000229238,3277.329805,107.641043,,3972,11.132830783992631,3274.11284596225,62.68730456598772
85541,1273.991,1473,ENST00000596459,2755.357894,66.558693,,3328,11.130667932779655,2755.4303987226504,51.44072258153893
32843,4371.991,4571,ENST00000503362,4616.0,32.492235,,5386,11.130093344263793,4606.425,70.04209002449883
37659,3934.991,4134,ENST00000378119,5413.792575,42.340007,,6253,11.124887319531766,5413.349355397002,75.47497969968994
6197,12032.991000000002,12232,ENST00000375759,2836.803042,7.255186999999999,,3438,11.121302543549506,2838.88502131035,53.870936101558
51670,444.00199999999995,643,ENST00000381519,1647.2602140000001,114.17474399999999,,2230,11.11705689800264,1651.0873395306503,52.07427341433872
13640,1905.991,2105,ENST00000351233,2414.107595,38.978836,,3026,11.108724389321777,2417.4997492157986,54.77678889658296
49253,764.998,964,ENST00000465150,1206.561168,48.538016,,1589,11.107351276707993,1206.0478031578,34.477364342050386
88873,2602.991,2802,ENST00000262887,1403.642492,16.594987,,1849,11.101460568424761,1402.7382375358504,40.1984729589029
1814,4697.991,4897,ENST00000361770,2857.0,18.715055,,3460,11.100307930196882,2860.6639022278,53.992745205003494
41917,1166.991,1366,ENST00000379847,1840.0,48.522532,,2302,11.100247997754943,1833.31,42.22338096363198
58962,2458.991,2658,ENST00000446342,2028.7117170000001,25.389636,,2554,11.094406921859969,2032.7036174235004,46.98731408069758
15320,1454.991,1654,ENST00000469613,1300.0,27.49642,,1692,11.093461734247436,1298.745,35.44925916010094
61653,2172.991,2372,ENST00000375457,2299.0,32.55923,,2775,11.0871346638051,2295.3549999272,43.261402933856495
36321,3083.991,3283,ENST00000471234,4424.26746,44.149046999999996,,5149,11.086540043842144,4424.2784496596505,65.36949737920132
83562,4086.991,4286,ENST00000307892,14734.759447,110.951306,,16130,11.086030808777693,14729.744525332004,126.30809879756985
71146,697.998,897,ENST00000560736,978.0,43.119886,,1321,11.081842428002338,981.52034232485,30.633864348885716
34793,4156.991,4356,ENST00000416070,10273.786425,76.05793,,11439,11.077918037605086,10287.795273218002,103.91887021316822
15308,4093.991,4293,ENST00000296490,4313.0,32.420942,,5049,11.076090595397112,4315.26,66.24539531167432
74546,7719.991,7919,ENST00000320785,1575.657365,6.2811330000000005,,2031,11.074925014590026,1575.7113187601008,41.10986581309627
34819,5500.991,5700,ENST00000257665,1259.231691,7.044623,,1662,11.07378255994882,1256.3988604830001,36.62715402991211
83245,1677.991,1877,ENST00000345057,679.026625,12.453467,,1044,11.065865328873926,677.5420039076248,33.11607228186522
85346,637.998,837,ENST00000599395,1247.400032,60.169904,,1646,11.059978157973713,1250.4417312683001,35.764832722252834
7436,698.998,898,ENST00000451091,215.69095499999997,9.49618,,448,11.058934568478128,217.19018526926996,20.870890708461157
85802,359.005,558,ENST00000530560,1472.062968,126.188154,,1894,11.058162416807646,1475.6038064348506,37.835960243197
87884,232.01,431,ENST00000592483,312.917093,41.506533000000005,,510,11.04856066269844,311.4083883673599,17.97443284201846
90386,2279.991,2479,ENST00000595193,17.389781,0.234722,,73,11.042146238710954,15.792630255996048,5.180819788769821
10836,925.9910000000001,1125,ENST00000368235,1918.051502,63.74508,,2478,11.041752656452905,1917.4053832055,50.770437831432794
23533,11609.991000000002,11809,ENST00000260983,5966.98487,15.816707000000001,,6974,11.040440332626332,5964.051962282251,91.47715193325983
90900,1706.991,1906,ENST00000592949,382.463654,6.895282000000001,,617,11.040162216103262,381.8009900136802,21.303945121680986
35343,1365.991,1565,ENST00000262942,2479.0,55.849824,,3004,11.037673071138316,2479.8,47.49189404519471
49734,655.998,855,ENST00000413858,4299.764203,201.713521,,5119,11.032210587645743,4303.330468098902,73.93527574741124
10767,819.9910000000001,1019,ENST00000368279,1235.8997689999999,46.38391,,1603,11.026468086059712,1233.2712985291,33.531018145178514
7495,349.005,548,ENST00000427563,255.938566,22.568192,,425,11.024194561857591,255.3437797339901,15.389443583751719
88155,740.998,940,ENST00000591784,1119.912976,46.511480999999996,,1502,11.021441765147308,1118.3757609151498,34.80708307128843
11407,446.00199999999995,645,ENST00000458574,690.897287,47.672667,,994,11.01972199489176,691.2029623605049,27.477738347651417
60301,11217.991000000002,11417,ENST00000368653,10502.827361,28.812714,,12529,11.018905737607131,10511.370470366497,183.10616114514943
19248,2016.991,2216,ENST00000381844,11538.0,176.043365,,12696,11.016355737242892,11542.379999640998,104.71884059253547
51644,383.005,582,ENST00000429923,1891.9791300000002,152.021569,,2829,11.015177417823756,1895.3524112839002,84.7601044723398
43844,1577.991,1777,ENST00000372890,1370.0,26.718320000000002,,1765,11.01341501927802,1368.78,35.97612541672602
77880,2710.991,2910,ENST00000225972,3604.915456,40.922304,,4260,11.011502260028516,3607.1651217552517,59.28663163558736
78490,1069.991,1269,ENST00000006750,2313.231174,66.532227,,3041,11.010973602885233,2322.7624277847513,65.22925202790852
54322,2561.991,2761,ENST00000312049,1185.681256,14.242408,,1637,11.006578329286711,1181.75143033645,41.36149819169575
81338,9691.991,9891,ENST00000261381,2105.0,6.683934,,2628,11.006340116024374,2109.555,47.10421398346437
72637,3269.991,3469,ENST00000334988,0.004157,3.9e-05,,43,11.0058178843382,2.7387324630597116,3.658180424213086
69849,1952.991,2152,ENST00000407106,2586.0,40.749414,,3175,11.005097943464719,2588.576899623101,53.28649534874348
53327,814.9910000000001,1014,ENST00000426530,956.7089970000001,36.12603,,1352,10.997145977365374,952.4128350948299,36.33553339453812
78621,9488.991,9688,ENST00000306378,8603.0,27.901202,,9641,10.994923966107217,8614.1,93.39764450991255
55137,683.998,883,ENST00000543587,1689.1612100000002,75.999224,,2163,10.993018152421346,1688.197823677599,43.19124827587227
50760,1652.991,1852,ENST00000570135,8310.066588,154.713111,,9328,10.991245845295273,8313.05565289815,92.34115598790736
74877,378.005,577,ENST00000585024,4276.797159000001,348.188498,,5374,10.987742260900461,4286.937300455702,98.93412802487886
22954,2973.991,3173,ENST00000234160,3458.2529799999998,35.785754,,4277,10.985337036267497,3461.543923279247,74.23132071674897
5739,401.004,600,ENST00000462296,4168.879274,319.936191,,4924,10.983293929506937,4168.718974278499,68.7663491998895
48153,1348.991,1548,ENST00000301327,442.0,10.083385,,679,10.97965528015543,442.915,21.50204118217616
10078,464.001,663,ENST00000236017,1230.673741,81.62389499999999,,1609,10.978983871046776,1232.5360086762003,34.289511283151775
59755,1222.991,1422,ENST00000545684,2024.5825489999997,50.945445,,2518,10.97707799400976,2026.9939411484497,44.73012391088908
4852,7210.991,7410,ENST00000359486,2630.0,11.224160000000001,,3184,10.97621533498383,2628.18999999995,50.6376727348406
71347,2243.991,2443,ENST00000556842,1053.0,14.441101999999999,,1406,10.971365562875803,1052.53476135955,32.21706875181361
89148,2904.991,3104,ENST00000360957,403.303302,4.272480000000001,,625,10.967441743443468,400.83668283633,20.438979518416758
42232,1668.991,1868,ENST00000377798,2688.1281289999997,49.566594,,3208,10.967215262311102,2685.9795155310007,47.59827102718825
39628,10657.991000000002,10857,ENST00000498286,3627.0,10.472858,,4226,10.96644981538503,3623.113626585249,54.97552841293731
4525,2107.991,2324,ENST00000403663,813.822535,11.881029,,1123,10.966096103740723,808.4183262825895,28.686751487623866
54569,4611.991,4811,ENST00000532090,604.0,4.030339,,854,10.96222535365985,602.475,22.944702547647026
59559,1380.991,1580,ENST00000338546,1201.0,26.763646,,1587,10.956681351355945,1204.175,34.93986798773002
13730,3561.991,3761,ENST00000412055,623.592218,5.387669,,932,10.955079131535696,626.6888051114997,27.869373760123757
49147,961.9910000000001,1161,ENST00000290277,1015.0,32.470442,,1347,10.95141978743188,1015.58,30.262742770608224
74854,5756.991,5956,ENST00000311403,1744.9998460000002,9.328092999999999,,2252,10.948225433562907,1747.4115491664002,46.08860622167426
10048,1885.991,2085,ENST00000271628,1673.7002289999998,27.310594000000002,,2178,10.946043740663983,1672.8863268967998,46.145775137617
31891,468.001,667,ENST00000504110,1298.0,85.353475,,1692,10.945874701907563,1298.71,35.93043139178821
89376,8689.991,8889,ENST00000404338,2616.0,9.264275,,3175,10.943158508146734,2614.39,51.22926800179756
44480,2332.991,2532,ENST00000321773,151.59309199999998,1.999675,,528,10.942394810065647,150.14850213528842,34.53096917295792
37434,1024.991,1224,ENST00000467317,2509.796931,75.354933,,3027,10.94000655671973,2506.340542940702,47.59224360240359
53943,2626.991,2826,ENST00000308436,1266.0,14.830923,,1664,10.939252843327022,1263.905,36.574252897359365
42117,2221.991,2421,ENST00000336395,551.381546,7.636652000000001,,798,10.93924632128327,550.2510821204052,22.647713617854773
50921,3404.991,3604,ENST00000370377,1465.0,13.240815,,1877,10.937956500974488,1462.17,37.925731370667066
13365,7087.991,7287,ENST00000407071,906.0,3.933671,,1275,10.936779418529735,905.195,33.81297051428637
56675,4231.991,4431,ENST00000292174,1310.9552199999998,9.533144,,1730,10.928787157478464,1310.2723954160003,38.40568935380758
62610,2549.991,2749,ENST00000261167,5421.0,65.423509,,6259,10.927282451404269,5419.44,76.83154560465381
54173,1700.991,1900,ENST00000538945,3420.559079,61.885397,,4158,10.922572040372161,3428.03290866295,66.83106219294646
21219,490.001,689,ENST00000306384,1355.0,85.10119,,1745,10.91849118521471,1354.185,35.793865046960214
210,733.998,933,ENST00000399683,780.0,32.703381,,1058,10.917056670558202,783.33,25.159711842547004
85728,449.00199999999995,648,ENST00000588695,1243.402155,85.22286,,1654,10.910858509176904,1244.3667095332496,37.54363509729468
37256,1395.991,1595,ENST00000333628,1736.5952710000001,38.283278,,2268,10.90926191796069,1736.2723438230996,48.74093776238698
51203,8286.991,8486,ENST00000422373,13286.838598,49.342121999999996,,20594,10.907921740369902,13313.135669486997,667.4841004374587
21399,1333.991,1533,ENST00000488633,1295.0,29.875142999999998,,1698,10.905499005092558,1292.54,37.17940827931503
83411,340.005,539,ENST00000574576,869.492414,78.699697,,1261,10.89851344871142,871.4154439088603,35.746577542389694
45059,4045.991,4245,ENST00000289921,877.0,6.670644,,1181,10.897212873867367,877.83,27.82087525582185
14919,1365.991,1565,ENST00000446860,2393.5301010000003,53.924257999999995,,2898,10.895121568591671,2396.292408877601,46.04882909876986
45184,2614.991,2814,ENST00000313219,2013.0,23.690087,,2479,10.890946138689701,2010.095,43.05456973423379
22581,382.005,581,ENST00000414946,457.0,36.816328000000006,,690,10.8856806569947,455.485,21.543439256534693
33519,1930.991,2130,ENST00000339600,6974.0,111.14624199999999,,7859,10.8822763705039,6969.62,81.7273858630019
33257,650.998,850,ENST00000450235,882.0,41.694792,,1207,10.88174763645389,882.02,29.864688178516104
15180,1997.991,2197,ENST00000266025,697.0,10.735749,,971,10.874785300456962,694.355,25.439122921201513
52149,605.998,805,ENST00000530913,37525.366137,1905.6645059999998,,39652,10.862855859464037,37534.499689477496,194.93035145796176
4328,3334.991,3534,ENST00000216122,1456.528849,13.440564000000002,,1887,10.86127154161495,1460.0964710184003,39.30511518342206
58844,2995.991,3195,ENST00000299381,3328.0,34.185023,,4000,10.854828710224101,3325.41,62.14653570393126
58767,3444.991,3644,ENST00000287078,1131.4731800000002,10.107628,,1548,10.854765032690004,1132.6373661491095,38.265465221954805
58849,2998.991,3198,ENST00000394903,1483.0,15.218051999999998,,1890,10.854157898556487,1477.69,37.98636465891414
6554,2491.991,2691,ENST00000374616,7602.345270999999,93.884564,,8580,10.853792985791767,7612.99680063605,89.09357315270456
77261,1336.991,1536,ENST00000206380,1524.0,35.079194,,1940,10.85265425464609,1522.92069491405,38.43108748326665
128,808.9910000000001,1008,ENST00000438552,2666.036272,101.418121,,3646,10.849451478847648,2669.0392526426494,90.04701751623635
47035,2864.991,3064,ENST00000395958,19390.581597,208.286268,,21309,10.84572686564014,19372.422873384006,178.55669339702595
54304,2650.991,2850,ENST00000227503,1570.867707,18.235784,,2023,10.836092285447126,1567.1794643106,42.06502894974114
4326,539.999,739,ENST00000416905,1320.976718,75.282648,,1724,10.835016737760458,1320.7949575436503,37.213144401629236
6604,1154.991,1354,ENST00000436439,1827.9165030000001,48.704702000000005,,2280,10.831751612537536,1828.8501919367993,41.65067887459714
2991,4888.991,5088,ENST00000340648,2777.0,17.480332,,3352,10.830789910583345,2776.45,53.1401684227666
49618,3742.991,3942,ENST00000360270,2380.2973190000002,19.57066,,2896,10.823029237807173,2374.651108348701,48.170330153975264
8282,3121.991,3321,ENST00000371222,1259.0,12.410439,,1644,10.822630136940942,1260.25,35.45810908663912
41467,728.998,928,ENST00000262193,7565.0,319.356325,,8611,10.815486470474433,7568.42,96.39695845824178
1554,2443.991,2643,ENST00000371764,3130.0,39.412847,,3788,10.812446402585802,3134.80499999995,60.411397724370524
87483,2767.991,2967,ENST00000397061,1167.0,12.974758,,1508,10.810147413791867,1159.72,32.217877025030695
43937,1215.991,1415,ENST00000416629,1295.218885,32.779773,,1692,10.807666593244694,1293.9200958247995,36.83310368067973
88215,347.005,546,ENST00000586538,1182.971948,104.91350600000001,,1572,10.806843752136402,1185.4926805543996,35.76505113893146
11139,478.001,677,ENST00000368010,1960.0,126.188728,,2442,10.804879753914392,1963.59,44.277216488844466
87471,500.0,699,ENST00000590247,2416.0,148.703013,,2989,10.804406448513095,2417.54,52.891383041096574
50573,1058.991,1258,ENST00000257017,958.0,27.839818,,1269,10.800082570927966,958.395,28.75950234270405
36980,2475.991,2675,ENST00000335367,522.415313,6.493217,,921,10.799066433387383,523.4924745619401,36.80943421267317
14994,1705.991,1905,ENST00000306026,907.208535,16.365282,,1278,10.790009858669883,906.017676728725,34.47469725640551
17092,1633.991,1833,ENST00000251654,2534.151574,47.728307,,3084,10.786228385319157,2530.88856992525,51.27941021790109
86523,3093.991,3293,ENST00000343625,725.424222,7.2154940000000005,,1053,10.784772793407932,722.7744227550256,30.61961374344585
58921,3921.991,4121,ENST00000372873,1396.0,10.953978,,1786,10.782114425432711,1396.265,36.14643516309733
38076,258.007,457,ENST00000418160,1442.914005,172.108034,,1860,10.774127315918449,1441.7891923133004,38.81621178439257
43365,4198.991,4398,ENST00000350696,3880.9963399999997,28.444044,,5094,10.773241212300308,3885.2791869356997,112.19657939935921
51425,1522.991,1722,ENST00000397604,1931.2316170000001,39.023852000000005,,2906,10.77134618749776,1928.7231128430994,90.7293174079968
2541,3290.991,3490,ENST00000381831,7193.706628,67.269637,,8305,10.76812719182848,7194.948449758251,103.08677920187691
32944,2269.991,2469,ENST00000513317,3046.2828719999998,41.298965,,3609,10.765326257387441,3040.2452506977015,52.832095907172764
3586,665.998,865,ENST00000248958,837.0,38.676345,,1153,10.75330286158897,836.0,29.47931478172449
4511,1270.991,1470,ENST00000336738,1714.07066,41.502989,,2242,10.748492650852153,1714.9650153080497,49.03338559292464
58192,2470.991,2670,ENST00000356053,10379.774135,129.27359099999998,,12344,10.74430101222734,10371.852450394053,183.55289444716627
60322,1407.991,1607,ENST00000540159,1876.843807,41.022428999999995,,2445,10.731501421762635,1874.8134714361995,53.13203680964039
57297,817.9910000000001,1017,ENST00000429642,2189.0,82.355087,,2703,10.73104072333322,2193.85,47.44646983707006
92210,9243.991,9443,ENST00000262039,9007.111468000001,29.986036,,10103,10.727089109804393,9011.441380553706,101.75720629081252
87019,1730.991,1930,ENST00000450333,938.0,16.676354999999997,,1282,10.725271884819925,936.805,32.185198073027294
74748,637.998,837,ENST00000571253,5177.170109000001,249.72728700000002,,6025,10.721837642635325,5175.282332189749,79.25112244111533
51111,1326.991,1526,ENST00000427365,1653.583599,38.348758000000004,,2257,10.719587411131824,1649.4036831758508,56.68094242071172
80402,296.007,495,ENST00000570172,1264.955041,131.51213,,1614,10.71462575092049,1261.6992906527496,32.88035602335288
5971,1066.991,1266,ENST00000376957,731.919556,21.110364999999998,,1006,10.712750489703133,731.4497075249449,25.62836619213217
84288,4337.991,4537,ENST00000261622,3843.0114590000003,27.263153000000003,,5153,10.711349920975664,3801.7927225117983,126.14724450763947
56707,3018.991,3218,ENST00000300793,1507.0,15.361885000000001,,1905,10.710294114384592,1506.24,37.23147055919225
82203,2434.991,2634,ENST00000402121,898.222959,11.352196000000001,,1201,10.708181351033438,897.5682435386153,28.336441690175587
85254,1913.991,2113,ENST00000309061,605.9735440000001,9.743317999999999,,876,10.701894805918672,607.5245608160798,25.08672006712682
54819,1502.991,1702,ENST00000312390,1415.932586,28.992076,,2008,10.700388233163835,1407.4710317254496,56.12216633536006
70913,6686.991,6886,ENST00000359591,2125.35445,9.781234,,2764,10.700184126805528,2119.63664605955,60.21983793028622
21078,1755.991,1955,ENST00000409429,1877.396019,32.902334,,2582,10.696019675367955,1887.375432435199,64.9423419783402
3653,1800.991,2000,ENST00000398512,117.73098999999999,2.011742,,349,10.692397461674801,117.891830257225,21.614251674719863
41335,879.9910000000001,1079,ENST00000361731,2657.0,92.919423,,3226,10.688315288373202,2658.675,53.078991842347556
86257,1536.991,1736,ENST00000316856,2624.1437539999997,52.54234,,3533,10.683517413413213,2611.83952718115,86.22258355308412
2447,3993.991,4193,ENST00000286835,2371.0,18.269116,,2867,10.681783791402768,2371.045,46.429979269864006
11108,2243.991,2443,ENST00000263285,2102.123275,28.829038,,2605,10.678524930827738,2100.0312799167505,47.288246584082025
4965,705.998,905,ENST00000432186,515.398772,22.466366,,759,10.677334954692405,517.0776242490653,22.657561720925152
28576,1563.991,1763,ENST00000543466,3686.49595,72.539176,,4259,10.672964750834984,3690.251534827497,53.288704539945925
41228,3456.991,3656,ENST00000358372,3491.0,31.077399,,4147,10.670990503108936,3496.36,60.97278409257692
55052,2104.991,2304,ENST00000539574,1826.63882,26.705181,,2422,10.667238351545926,1830.4782049073997,55.45219630410483
48783,3191.991,3391,ENST00000545074,4464.1745869999995,43.040031,,5231,10.664475270888406,4471.3993848329,71.22719082490978
38566,3289.991,3489,ENST00000229829,2072.775551,19.388786,,2648,10.664129203135433,2067.79626311005,54.40704307289904
89094,2070.991,2270,ENST00000540120,1172.407281,17.421814,,1747,10.661912584715804,1173.5668756828002,53.78332637422246
59008,776.998,976,ENST00000372538,295.037831,11.685594,,487,10.660893772418705,295.6728884723301,17.946629580219735
79719,517.0,716,ENST00000577012,486.0,28.929346999999996,,726,10.65966505132467,485.225,22.587482706136157
79460,4456.991,4656,ENST00000449938,995.0,6.870278999999999,,1313,10.65838833032495,994.285,29.902738586958872
33800,2346.991,2546,ENST00000338523,1465.0,19.209642000000002,,1863,10.651075121529667,1464.31996522995,37.43096637861222
2063,1671.991,1871,ENST00000355969,808.0,14.872039000000001,,1109,10.650428630666502,807.69,28.2908801559796
59152,5276.991,5476,ENST00000372164,1880.68138,10.96786,,2370,10.64852388533665,1882.2193055315508,45.80735318067309
77771,596.998,796,ENST00000504124,3481.827596,179.484554,,4376,10.640920328669317,3476.998027470749,84.48535885633063
88349,245.00900000000001,444,ENST00000602153,2594.848867,325.92899,,3187,10.638461149464582,2592.5965782354997,55.87306410329992
24434,1473.991,1673,ENST00000396738,1041.973094,21.754785000000002,,1445,10.637446070803,1042.3824219752296,37.84908288558567
29669,278.007,477,ENST00000409860,150.0,16.604592,,279,10.637251866542337,149.865,12.13988364853634
89190,497.001,696,ENST00000589627,399.756712,24.753232999999998,,641,10.637132641241333,401.45328861539014,22.519857508955084
75924,381.005,580,ENST00000394935,12303.403404,993.7746189999999,,14270,10.635416347908324,12316.81026667,183.6495788633734
64487,2857.991,3057,ENST00000548567,4047.045821,43.578305,,4755,10.627510174038607,4045.5683562312506,66.75426625342436
88895,627.998,827,ENST00000598676,591.943421,29.007802,,855,10.626550630642095,591.2484267913304,24.820055197227507
4806,1758.991,1958,ENST00000405506,13169.653034,230.411321,,15507,10.623402787324572,13166.711605650999,220.29555324225697
85283,3315.991,3515,ENST00000588776,445.0,4.1299019999999995,,640,10.618457192483252,442.74194238637,18.576903785351032
72607,5712.991,5912,ENST00000427855,1399.6657,7.539696000000001,,1877,10.617816919773505,1390.0486263983503,45.86172254437753
3011,6776.991,6976,ENST00000291574,2778.0,12.615032000000001,,3375,10.61625819631957,2778.59,56.17892754405337
82967,4050.991,4250,ENST00000219271,664.0,5.044288,,957,10.6149392628305,664.71,27.53572043727927
15240,2272.991,2472,ENST00000417220,1926.0,26.076641,,2438,10.614499075557225,1924.3349335109003,48.3927750930756
71772,2510.991,2710,ENST00000305386,1470.0,18.016285,,1864,10.614216073827079,1466.515,37.44836144613006
41970,3212.991,3412,ENST00000455041,1136.0,10.880825999999999,,1488,10.610826103248069,1139.775,32.81789717516953
77323,607.998,807,ENST00000588767,1589.747413,80.46715999999999,,2107,10.610102731787956,1593.1692456556002,48.42844290328675
51155,637.998,837,ENST00000370009,1351.0,65.167178,,1752,10.606785188054088,1352.05,37.706995372211786
54682,763.998,963,ENST00000530756,1030.0,41.489478999999996,,1359,10.606135407911184,1031.905,30.840168206415484
47053,294.007,493,ENST00000523922,1183.0,123.82826100000001,,1530,10.600536449263945,1179.575,33.05728928693339
14998,1581.991,1781,ENST00000321895,1046.0,20.347956,,1378,10.598880686717038,1045.965,31.32736463541101
3314,1929.991,2129,ENST00000215794,1912.8117530000002,30.500715999999997,,2371,10.590039008287082,1914.5556721294502,43.101288627300235
7008,4431.991,4631,ENST00000424085,1902.0,13.207016000000001,,2320,10.588766091366546,1900.95,39.57496051798411
38418,3694.991,3894,ENST00000375394,2740.711764,22.826695,,3610,10.586506926488342,2750.1695992498003,81.21946235153645
62629,155.013,354,ENST00000542276,4277.330885,849.175904,,4990,10.581216353037211,4275.671701906252,67.50909104024784
