,transcript_id,EffectiveLength,NumReads,Length,TPM,eq_param,mean,faulty,count,predict_diff,diff,new_std,new_mean,new_deviation
4438,ENST00000378364,747.998,3926.022086,947,161.527038,2.92307692308,2384.817998,1,5371,2233.57630895,2986.182002,59,4618,12
7183,ENST00000334822,5057.991,292.541145,5257,1.779926,3.16666666667,233.2192672,1,541,153.845863209,307.7807328,12,387,12
2561,ENST00000378665,387.005,547.272636,586,43.519156,2.0,21.24006839,1,768,673.241408813,746.75993161,6,694,12
6219,ENST00000348956,1509.991,1720.0,1709,35.054776,2.16666666667,1449.697621,1,2513,623.097522115,1063.302379,35,2072,12
1504,ENST00000585786,680.998,518.998743,880,23.453808,4.5,6.203974435,1,714,683.126819507,707.796025565,2,689,12
1103,ENST00000545684,1222.991,2024.582549,1422,50.945445,2.6,6.243898436,1,2518,2436.98743303,2511.75610156,6,2443,12
7807,ENST00000332029,1025.991,1816.0,1225,54.471013,1.0,1764.47,1,2719,402.844034094,954.53,44,2167,12
2316,ENST00000375784,1054.991,17772.21442,1254,518.425007,2.5,2849.05363,1,22684,17990.8316342,19834.94637,149,20839,12
6261,ENST00000357485,1988.991,2999.0,2188,46.402004,1.5,2707.747093,1,4192,857.908821976,1484.252907,49,3565,12
1521,ENST00000595564,1610.991,1051.541255,1810,20.087519,2.75,5.145811224,1,1368,1299.04756799,1362.85418878,5,1304,12
5534,ENST00000311434,2838.991,6318.0,3038,68.487083,1.0,5758.94,1,8389,1699.26522989,2630.06,73,7458,12
2866,ENST00000321153,581.998,10401.83312,781,550.023283,2.0,32519.69946,1,14088,-20725.2366413,-18431.69946,191,11794,12
2330,ENST00000483457,1659.991,1129.856344,1859,20.946458,2.0,26.16841934,1,1529,1364.54175587,1502.83158066,11,1390,12
1914,ENST00000549863,1419.991,13561.549,1619,293.911665,11.593220339,586.9903822,1,17171,15472.8472183,16584.0096178,92,16059,12
1964,ENST00000405983,659.998,1448.509628,859,67.541648,6.12,18.07751095,1,1913,1760.06815818,1894.92248905,11,1778,12
2854,ENST00000426530,814.991,956.708997,1014,36.12603,2.4,67.46222761,1,1352,1117.2651139,1284.53777239,13,1184,12
5540,ENST00000588649,3629.991,2532.0,3829,21.466004,1.66666666667,1971.860252,1,3600,1049.13235081,1628.139748,45,3020,12
5886,ENST00000542575,2682.991,2503.32517,2882,28.71383,3.66666666667,1799.600705,1,3690,1206.39039497,1890.399295,57,3005,12
2399,ENST00000444778,352.005,790.494432,551,69.110283,2.6,12.17064309,1,1072,960.040497904,1059.82935691,8,972,12
1116,ENST00000472125,713.998,2078.238503,913,89.575928,3.4,18.36867458,1,2565,2474.20641087,2546.63132542,6,2492,12
11307,ENST00000220003,2567.991,2552.039881,2767,30.583489,3.83333333333,3195.121724,1,4291,-142.838291824,1095.878276,100,3052,12
2306,ENST00000488857,674.998,239.498761,874,10.919272,2.66666666667,4.217378571,1,375,347.591673827,370.782621429,2,351,12
2727,ENST00000258362,2791.991,4774.0,2991,52.621287,2.0,708.3090858,1,6338,4978.0251851,5629.6909142,54,5686,12
2680,ENST00000403904,1380.991,1088.011705,1580,24.245762,5.08333333333,5.654493537,1,1540,1358.01425773,1534.34550646,14,1363,12
2692,ENST00000400379,4046.991,2332.811106,4246,17.73946,2.6,269.3484127,1,3149,2536.00792187,2879.6515873,27,2805,12
2418,ENST00000456872,653.998,279.256217,853,13.140725,3.28571428571,1.126181444,1,439,401.219524597,437.873818556,3,402,12
2416,ENST00000591638,368.005,1390.0,567,116.239524,4.92307692308,29.23041837,1,1850,1642.46901731,1820.76958163,14,1671,12
4050,ENST00000600659,1126.991,19918.83016,1326,543.921874,1.5,16975.83207,1,24931,6264.17161648,7955.16793,140,23240,12
4074,ENST00000378268,481.001,314.318515,680,20.110242,4.0,56.53734938,1,542,389.1742344,485.46265062,8,445,12
3256,ENST00000527673,635.998,43499.89625,835,2104.870361,1.5,35984.57052,1,52665,14134.6020185,16680.42948,211,50119,12
4341,ENST00000590602,5068.991,1906.74336,5268,11.57614,5.15789473684,870.6698913,1,2784,1437.15646384,1913.3301087,37,2307,12
4342,ENST00000374882,924.991,10882.0,1124,362.046528,2.0,8987.354013,1,13914,3704.38422198,4926.645987,95,12691,12
4014,ENST00000301454,3225.991,6721.0,3425,64.115614,3.21428571429,4788.800063,1,8836,3172.73388644,4047.199937,70,7961,12
4004,ENST00000588161,1409.991,407.192164,1609,8.88743,4.61538461538,17.23453693,1,693,543.246828864,675.76546307,11,560,12
1825,ENST00000421365,1417.991,1414.165456,1617,30.691624,1.5,39.00449584,1,1833,1681.67223017,1793.99550416,9,1720,12
2422,ENST00000595444,663.998,717.584823,863,33.258247,3.0,17.34957026,1,993,891.010480147,975.65042974,7,908,12
813,ENST00000472232,3665.991,8062.671758,3865,67.683162,2.6,135.222831,1,9750,9452.40128828,9614.777169,13,9587,12
2702,ENST00000372500,831.991,1083.923058,1031,40.093412,2.25,91.29881237,1,1496,1240.68726024,1404.70118763,13,1331,12
2604,ENST00000586538,347.005,1182.971948,546,104.913506,2.0,100.9084702,1,1572,1310.20047394,1471.0915298,13,1411,12
3220,ENST00000253719,1348.991,5612.0,1548,128.027048,1.5,2748.714602,1,7341,3875.8454777,4592.285398,57,6624,12
5261,ENST00000325718,7378.991,5381.893668,7578,22.445597,1.75,4615.986899,1,7207,1737.98850647,2591.013101,67,6353,12
4399,ENST00000571503,603.998,712.928969,803,36.324819,1.66666666667,167.5308049,1,1129,722.846906843,961.4691951,19,890,12
991,ENST00000374982,969.991,20832.77408,1169,660.956023,1.5,349.5341651,1,24991,24054.1782617,24641.4658349,48,24403,12
7518,ENST00000216802,1204.991,5892.745298,1404,150.496709,2.0,5969.60442,1,8112,950.317363186,2142.39558,93,6919,12
2632,ENST00000506183,184.011,1173.175862,383,196.205634,4.0,49.29248336,1,1520,1309.28853143,1470.70751664,13,1358,12
5065,ENST00000309422,1174.991,1923.0,1374,50.366049,1.5,1014.160441,1,2874,1292.0613838,1859.839559,45,2306,12
5654,ENST00000374213,269.007,7743.0,468,885.80543,1.0,6792.365,1,9739,1858.94155763,2946.635,84,8651,12
1817,ENST00000536784,257.008,503.551934,456,60.296342,2.0,5.918622952,1,666,627.283293005,660.081377048,3,633,11
5248,ENST00000480687,5908.991,1478.783736,6108,7.701661,3.11111111111,97.52426761,1,2522,1689.55801226,2424.47573239,62,1787,11
8916,ENST00000327490,1388.991,2324.72381,1588,51.506857,2.0,2458.998487,1,3321,312.821798662,862.001513,49,2771,11
7288,ENST00000392554,1976.991,281.935666,2176,4.388725,3.33333333333,56.47104786,1,701,343.79837488,644.52895214,26,400,11
3102,ENST00000544997,806.991,2111.149663,1006,80.508832,2.66666666667,178.1306053,1,2898,2351.73376748,2719.8693947,32,2529,11
2446,ENST00000370985,603.998,1112.858851,803,56.701857,1.5,34.6281685,1,1482,1318.25311161,1447.3718315,11,1352,11
5412,ENST00000321367,1392.991,435.553619,1592,9.622467,2.5,84.28731379,1,776,493.647382948,691.71268621,18,577,11
1462,ENST00000527954,865.991,1181.0,1065,41.969104,2.0,19.14014605,1,1500,1425.60286624,1480.85985395,5,1444,11
2334,ENST00000588767,607.998,1589.747413,807,80.46716,5.71428571429,58.25093463,1,2107,1876.76410024,2048.74906537,15,1935,11
1918,ENST00000369126,1609.991,2052.920378,1809,39.241153,2.4,80.0781807,1,2636,2398.94738728,2555.9218193,14,2479,11
5428,ENST00000318158,1080.991,6543.143376,1280,186.276259,1.5,5746.510565,1,8569,1923.31450728,2822.489435,76,7669,11
2350,ENST00000538344,1136.991,649.0,1336,17.566321,2.33333333333,2.161894459,1,897,826.035767595,894.838105541,6,828,11
1690,ENST00000394531,432.002,516.0,631,36.758409,3.16666666667,6.461546599,1,702,663.31048794,695.538453401,3,669,11
1695,ENST00000453615,172.012,387.452605,371,69.319072,2.66666666667,2.43462775,1,518,492.691498694,515.56537225,2,495,11
7692,ENST00000301019,3040.991,1834.0,3240,18.55997,1.5,1698.952779,1,2683,500.32588346,984.047221,44,2199,11
3221,ENST00000544611,199.011,5489.472807,398,848.880186,3.4,1573.850418,1,6796,4487.41487293,5222.149582,64,6061,11
6111,ENST00000368547,1417.991,4480.0,1617,97.229412,1.0,4059.805,1,5979,1222.81187696,1919.195,61,5282,11
8545,ENST00000379236,868.991,1337.0,1068,47.348836,1.0,1353.555,1,2035,253.934148417,681.445,36,1607,11
8758,ENST00000304312,166.013,3168.0,365,587.269381,1.5,3121.83509,1,4058,316.961394355,936.16491,52,3438,11
3572,ENST00000323578,3174.991,981.345748,3374,9.512017,7.04545454545,160.2349942,1,1463,1084.36975465,1302.7650058,19,1244,11
685,ENST00000539332,1567.991,2610.467501,1767,51.235129,3.4,5.136943064,1,3176,3137.21514594,3170.86305694,3,3142,11
1518,ENST00000461263,449.002,1577.0,648,108.087677,1.5,63.21641214,1,1952,1810.06201636,1888.78358786,7,1873,11
3850,ENST00000393409,8866.991,1004.0,9066,3.48458,1.0,415.1703959,1,1355,768.516184184,939.8296041,15,1183,11
2791,ENST00000376526,4947.991,3277.348925,5147,20.383879,3.72727272727,46.46121895,1,4441,3882.67841546,4394.53878105,44,3929,11
4539,ENST00000263932,3486.991,7883.210251,3686,69.573738,2.0,4932.414793,1,10627,4394.67914457,5694.585207,117,9327,11
4403,ENST00000289407,1683.991,11284.0,1883,206.213177,1.0,9531.535,1,14285,3717.26912987,4753.465,94,13248,11
6661,ENST00000394764,9015.991,87.833338,9215,0.299805,4.375,17.22375586,1,178,106.535052854,160.77624414,5,123,11
6656,ENST00000277541,9171.991,2412.0,9371,8.092947,1.0,2124.725,1,3331,711.500750169,1206.275,43,2836,11
4300,ENST00000528220,1137.991,1414.837464,1337,38.261401,4.16666666667,536.4683965,1,2056,1197.34905616,1519.5316035,29,1733,11
5843,ENST00000356663,2487.991,2833.060142,2687,35.042902,3.53333333333,1833.946114,1,4218,1560.2198976,2384.053886,71,3394,11
6523,ENST00000398665,7236.991,3144.717503,7436,13.372624,2.14285714286,2800.934863,1,4321,920.407373639,1520.065137,53,3721,11
2846,ENST00000394142,1318.991,3586.0,1518,83.668422,1.5,323.8285051,1,4781,3942.88984145,4457.1714949,45,4266,11
1264,ENST00000396355,3736.991,7699.601458,3936,63.407298,5.61111111111,12.26642168,1,9492,9168.9176461,9479.73357832,28,9181,11
2746,ENST00000394219,3148.991,1636.996678,3348,15.998138,3.75,11.57505673,1,2256,1985.80864351,2244.42494327,22,1997,11
5830,ENST00000380320,3738.991,1173.0,3938,9.654652,1.5,732.5165005,1,1768,689.927197963,1035.4834995,30,1422,11
9568,ENST00000307650,746.998,1023.0,946,42.145297,1.0,1095.345,1,1626,145.551800009,530.655,34,1240,11
6918,ENST00000325509,1823.991,2651.448884,2023,44.735641,1.5,2481.97764,1,3682,675.048165224,1200.02236,46,3157,11
1275,ENST00000589520,440.002,786.290607,639,54.994746,2.0,3.257177884,1,994,967.822342775,990.742822116,2,971,11
9476,ENST00000372994,514.0,1235.0,713,73.942945,1.0,1318.88,1,1858,153.903561545,539.12,34,1472,11
13681,ENST00000553110,252.009,20160.80437,451,2461.984258,4.0,23083.40143,1,24103,-786.314982914,1019.59857,155,22297,11
2266,ENST00000592312,1086.991,1203.736675,1286,34.07993,4.3,33.01292918,1,1621,1458.45673435,1587.98707082,11,1491,11
2544,ENST00000609274,1517.991,524.83742,1717,10.640173,2.0,20.74107967,1,747,658.61007121,726.25892033,6,679,11
4598,ENST00000429644,3261.991,3392.176569,3461,32.002857,1.5,1619.126675,1,4772,2422.40041649,3152.873325,66,4041,11
6337,ENST00000602969,3837.991,0.0,4037,0.0,4.33333333333,0.307469329,1,83,60.5253681078,82.692530671,2,60,11
2107,ENST00000450833,1107.991,1647.777782,1307,45.767328,2.0,76.70512765,1,2142,1917.91817319,2065.29487235,13,1994,11
2282,ENST00000301021,2015.991,2505.982181,2215,38.254495,3.88888888889,309.685707,1,3269,2713.84105992,2959.314293,21,3023,11
3623,ENST00000566073,516.0,367.920847,715,21.943081,2.0,27.29779066,1,587,466.461529581,559.70220934,8,493,11
12538,ENST00000398093,12745.991,17.91425,12945,0.043253,2.5,3.904268873,1,21,-6.37205054933,17.095731127,2,-2,11
2267,ENST00000443011,3379.991,1447.0,3579,13.174861,5.76923076923,13.29055291,1,1942,1772.83528796,1928.70944709,14,1786,11
2126,ENST00000585388,742.998,941.0,942,38.975788,2.0,30.37416141,1,1245,1131.91708577,1214.62583859,8,1162,10
5106,ENST00000254508,6991.991,7765.0,7191,34.176976,1.0,6593.09,1,10056,2565.4616343,3462.91,85,9158,10
2032,ENST00000409500,688.998,2300.0,888,102.731297,2.625,62.17182233,1,2919,2679.89819751,2856.82817767,17,2742,10
4138,ENST00000330243,1792.991,2189.0,1992,37.571692,4.625,101.0308882,1,3245,2555.21993563,3143.9691118,57,2656,10
2164,ENST00000337273,10983.991,1070.880772,11183,3.000364,3.16666666667,20.75551391,1,1355,1245.02537963,1334.24448609,9,1265,10
4139,ENST00000457492,236.009,1204.304995,435,157.036291,4.0,177.408735,1,1709,1241.11451552,1531.591265,27,1418,10
5150,ENST00000371941,6436.991,8051.813345,6636,38.494957,1.5,6625.372375,1,10536,2879.091417,3910.627625,97,9504,10
1229,ENST00000586868,267.007,718.844927,466,82.852424,3.8,2.345393066,1,907,885.578533889,904.654606934,2,887,10
5003,ENST00000350498,2346.991,5232.0,2546,68.603992,1.5,4247.468068,1,6867,1941.23525888,2619.531932,62,6188,10
4386,ENST00000395422,701.998,12829.0,901,562.405881,1.0,10692.96,1,15890,4166.34204115,5197.04,102,14859,10
11349,ENST00000299441,10563.991,24.0,10763,0.069916,1.0,6.13,1,32,5.18445592449,25.87,2,11,10
2411,ENST00000608703,1709.991,3143.873745,1909,56.580186,2.75,113.4365169,1,4096,3652.64266726,3982.5634831,31,3766,10
1816,ENST00000409789,1873.991,639.281586,2073,10.498271,2.4,4.475062935,1,856,811.165030025,851.524937065,4,815,10
6071,ENST00000323013,3586.991,3689.379273,3801,31.653087,2.66666666667,3078.170931,1,5008,1300.72027322,1929.829069,61,4378,10
2415,ENST00000360016,3040.991,895.204203,3240,9.059413,3.25,31.52179512,1,1213,1085.73318268,1181.47820488,9,1117,10
12408,ENST00000360121,6654.991,10889.48049,6854,50.356174,2.0,12996.9192,1,14159,-183.09088947,1162.0808,134,12813,10
9976,ENST00000267984,2848.991,1337.0,3048,14.442201,1.0,1447.355,1,2007,164.051758423,559.645,39,1611,10
4648,ENST00000300648,8475.991,6866.0,8675,24.929085,1.0,5606.005,1,8798,2486.98967829,3191.995,68,8092,10
6603,ENST00000377526,1495.991,4142.893331,1695,85.225171,1.5,3778.538805,1,5562,1116.50878305,1783.461195,64,4895,10
9972,ENST00000393622,5124.991,44.644013,5324,0.268079,3.57142857143,8.793522951,1,336,89.0363244637,327.206477049,23,97,10
3587,ENST00000491660,630.998,956.020093,830,46.626404,2.66666666667,157.490193,1,1365,1022.44299979,1207.509807,17,1179,10
8920,ENST00000263097,2262.991,5318.027946,2462,72.320408,3.8125,5551.94946,1,7471,742.347937402,1919.05054,110,6294,10
3545,ENST00000393721,2521.991,2884.0,2721,35.192069,5.15384615385,222.6516082,1,4082,3257.92164836,3859.3483918,55,3480,10
6313,ENST00000342907,4250.991,4244.0,4450,30.724034,1.5,3807.465663,1,5652,1219.5554665,1844.534337,62,5027,10
7253,ENST00000301488,1178.991,1664.486255,1378,43.447307,1.5,1478.2367,1,2368,520.894798565,889.7633,36,1999,10
3125,ENST00000322203,517.0,39715.0,716,2364.051491,1.0,32156.12,1,47476,13334.680307,15319.88,182,45490,10
3518,ENST00000401897,1725.991,771.0,1925,13.747032,1.5,7.279899047,1,1129,957.497741495,1121.72010095,16,964,10
6257,ENST00000376259,3483.991,3762.0,3683,33.230343,1.5,3341.11387,1,5070,1121.86794163,1728.88613,57,4462,10
1957,ENST00000225655,1091.991,16018.87907,1291,451.446419,2.0,65420.71403,1,20983,-47189.447351,-44437.71403,259,18231,10
3685,ENST00000327064,2832.991,4223.805847,3032,45.883001,2.16666666667,708.294849,1,5901,4329.29474755,5192.705151,79,5037,10
4553,ENST00000257857,870.991,3953.477964,1070,139.687916,8.3,2288.168557,1,5400,2415.35582649,3111.831443,64,4703,10
4470,ENST00000242783,2869.991,6458.795926,3069,69.257067,3.0,1639.896721,1,9228,6036.44719065,7588.103279,153,7676,10
4804,ENST00000314167,4242.991,4432.50767,4442,32.14922,2.5,2622.722838,1,6065,2645.39334103,3442.277162,77,5268,10
6490,ENST00000251166,3340.991,4073.416212,3540,37.521185,5.775,3457.351968,1,5707,1404.09145458,2249.648032,78,4861,10
1038,ENST00000574872,973.991,10638.90071,1173,336.15144,2.0,491.8564073,1,12779,12003.2424966,12287.1435927,27,12495,10
9140,ENST00000252622,330.007,1551.0,529,144.637947,1.0,1545.77,1,2178,257.724661466,632.23,37,1803,10
4841,ENST00000246117,3805.991,2731.6693,4005,22.087849,2.625,1323.376253,1,3877,1945.88002761,2553.623747,58,3269,10
3813,ENST00000578061,556.999,1919.452186,756,106.051255,4.54545454545,221.1481927,1,2693,2080.1440463,2471.8518073,39,2301,10
4451,ENST00000261652,1157.991,4574.0,1357,121.55816,2.4,2854.076831,1,6055,2548.08877378,3200.923169,64,5402,10
4860,ENST00000256495,3273.991,9216.0,3473,86.627951,1.0,7871.885,1,11777,2996.41186441,3905.115,89,10868,10
6296,ENST00000370086,444.002,4420.055118,643,306.362442,2.5,3842.314367,1,5736,1258.77430942,1893.685633,63,5101,10
2194,ENST00000380201,928.991,849.689799,1128,28.147645,1.5,17.81926966,1,1126,1037.73770757,1108.18073034,7,1055,10
2192,ENST00000351960,3575.991,4778.969031,3775,41.127362,9.23333333333,64.03435607,1,6207,5687.32316634,6142.96564393,42,5751,10
5715,ENST00000381151,11374.991,1195.291834,11574,3.233821,2.5,877.0770125,1,1626,520.7445073,748.9229875,21,1397,10
6744,ENST00000286639,780.998,3077.0,980,121.246874,1.5,2806.95,1,4164,813.323105615,1357.05,50,3620,10
2703,ENST00000433541,905.991,2190.0,1105,74.389803,3.71428571429,149.7283385,1,2912,2484.72334693,2762.2716615,26,2634,10
8090,ENST00000409939,3150.991,1944.0,3350,18.98638,1.5,1861.71,1,2772,465.679782595,910.29,44,2327,10
8558,ENST00000589389,3406.991,588.69055,3606,5.31752,4.33333333333,101.4045508,1,1611,658.228017283,1509.5954492,81,759,10
5889,ENST00000332598,1273.991,5496.0,1473,132.76191,1.0,4913.11,1,7139,1548.13736557,2225.89,67,6461,10
1616,ENST00000586963,371.005,1628.044698,570,135.045413,6.33333333333,16.30151881,1,2036,1936.82268819,2019.69848119,8,1953,10
1538,ENST00000422832,412.003,2221.919877,611,165.966529,3.4,24.51299992,1,2721,2593.35600634,2696.48700008,10,2617,10
8571,ENST00000321773,2332.991,151.593092,2532,1.999675,2.33333333333,15.23355833,1,528,221.91400589,512.76644167,27,237,10
5808,ENST00000219548,1272.991,2393.736725,1472,57.86876,5.27272727273,1685.759005,1,3420,1195.68503203,1734.240995,51,2881,10
3076,ENST00000587560,352.005,1257.548505,551,109.943258,5.0,85.08890326,1,1726,1433.3311021,1640.91109674,19,1518,10
2709,ENST00000447696,523.0,1429.442879,722,84.11202,3.0,25.54825431,1,1908,1697.99520392,1882.45174569,18,1723,10
7917,ENST00000222254,3833.991,1906.0,4033,15.299064,1.0,1778.92,1,2739,497.279379704,960.08,45,2276,10
5904,ENST00000274606,665.998,4270.080414,865,197.313144,2.625,3596.948903,1,5636,1395.50851126,2039.051097,62,4992,10
8047,ENST00000433931,4652.991,71.583649,4852,0.473451,4.75,7.760075296,1,272,134.277800809,264.239924704,12,142,10
2603,ENST00000448364,1004.991,1156.391038,1204,35.410797,3.66666666667,59.54407397,1,1571,1370.65708069,1511.45592603,13,1430,10
2944,ENST00000588173,2734.991,1891.24441,2934,21.280647,2.0,211.4974774,1,2550,2073.55936527,2338.5025226,25,2285,10
10397,ENST00000508775,1175.991,2107.492093,1375,55.151216,3.0,4778.289746,1,3527,-2278.82586663,-1251.289746,95,2499,10
2610,ENST00000348462,256.008,6776.51481,455,814.602585,1.5,28149.24749,1,9174,-20790.3590884,-18975.24749,171,7358,10
2484,ENST00000551018,647.998,1327.258387,847,63.033975,3.0,82.71491023,1,1763,1531.07291733,1680.28508977,14,1613,10
5678,ENST00000439096,1638.991,818.0,1838,15.359244,2.5,242.4055427,1,1346,783.041134169,1103.5944573,31,1025,10
8128,ENST00000215565,332.007,1972.0,531,182.790354,1.0,1870.66,1,2708,406.323164051,837.34,41,2276,10
3022,ENST00000216083,2991.991,1541.666721,3191,15.857082,1.5,24.47780469,1,2117,1844.5465541,2092.52219531,23,1869,10
5402,ENST00000229379,373.005,6106.620722,572,503.82488,2.0,5205.290936,1,7673,1761.16544177,2467.709064,66,6966,10
7663,ENST00000340611,2715.991,1476.0,2915,16.724421,1.0,1325.675,1,2156,451.647197668,830.325,37,1777,10
2843,ENST00000595515,2812.991,2056.0,3012,22.493023,4.58333333333,73.2937967,1,2790,2426.13000357,2716.7062033,27,2499,10
1672,ENST00000539919,1831.991,6986.540274,2031,117.363195,3.58823529412,94.19995074,1,8695,8205.66519005,8600.80004926,39,8299,10
2986,ENST00000264663,6283.991,3890.938616,6483,19.055128,3.5,679.6670108,1,5150,3961.45526007,4470.3329892,49,4641,10
5227,ENST00000321358,1314.991,19963.23607,1514,467.198336,2.0,31746.06804,1,24959,-8536.04426782,-6787.06804,173,23210,10
5370,ENST00000328914,10981.991,3261.0,11181,9.138244,2.0,2457.764788,1,4367,1376.51514131,1909.235212,50,3834,10
1584,ENST00000483906,334.006,733.323372,533,67.566883,4.0,7.039059237,1,956,908.529117456,948.960940763,4,915,10
855,ENST00000528812,1813.991,11959.85857,2013,202.900918,5.82352941176,132.328542,1,14387,14040.1995211,14254.671458,21,14172,10
2563,ENST00000469176,351.005,1065.0,550,93.374651,1.5,85.17191861,1,1387,1189.45160797,1301.82808139,11,1274,10
2890,ENST00000427365,1326.991,1653.583599,1526,38.348758,4.16666666667,77.89861732,1,2257,1942.20061869,2179.10138268,22,2020,10
4573,ENST00000404702,4064.991,1719.212677,4264,13.015566,2.75,61.11250723,1,2557,2020.8262789,2495.88749277,52,2081,9
8342,ENST00000170168,4378.991,1099.0,4578,7.723545,1.0,994.535,1,1627,330.078637731,632.465,32,1324,9
7046,ENST00000262958,1933.991,2687.0,2133,42.75691,1.0,2463.695,1,3650,732.480560178,1186.305,47,3196,9
7138,ENST00000434748,5368.991,712.0,5568,4.081129,1.5,421.4679909,1,1122,446.380631881,700.5320091,28,867,9
2278,ENST00000326199,445.002,7192.139801,644,497.380691,2.66666666667,36080.392,1,9785,-28093.4361197,-26295.392,192,7986,9
7173,ENST00000305533,1518.991,3043.55791,1718,61.662266,2.5,2827.253217,1,4140,791.730062755,1312.746783,53,3618,9
1954,ENST00000584086,487.001,2851.959049,686,180.221558,4.63636363636,56.7630567,1,3553,3308.97630335,3496.2369433,20,3365,9
2536,ENST00000580571,752.998,1088.738766,952,44.496187,5.0,31.2647956,1,1464,1324.78486497,1432.7352044,12,1356,9
721,ENST00000413858,655.998,4299.764203,855,201.713521,4.78571428571,7.31264736,1,5119,5065.69579102,5111.68735264,5,5073,9
9838,ENST00000291232,726.998,706.0,926,29.885767,1.0,725.78,1,1115,149.55815312,389.22,26,875,9
9841,ENST00000246115,1394.991,1117.0,1594,24.641939,1.0,1176.125,1,1651,181.522603437,474.875,32,1357,9
5887,ENST00000176763,5860.991,7437.930123,6060,39.05477,1.5,6779.048094,1,9545,1998.76044958,2765.951906,83,8777,9
6408,ENST00000374561,1051.991,3342.0,1251,97.765939,1.0,2874.845,1,4428,1068.64379421,1553.155,53,3943,9
7260,ENST00000322028,692.998,2797.0,892,124.209098,1.0,2575.285,1,3699,709.552589567,1123.715,46,3284,9
2945,ENST00000416733,1766.991,1868.386008,1966,32.540586,2.42857142857,43.22997949,1,2501,2219.9749193,2457.77002051,26,2263,9
2331,ENST00000372734,1883.991,3921.958191,2083,64.064469,2.57142857143,402.1960236,1,5004,4278.57823093,4601.8039764,35,4680,9
2337,ENST00000599105,1630.991,861.234123,1830,16.250352,5.94736842105,7.182176938,1,1178,1096.23809596,1170.81782306,8,1103,9
4769,ENST00000266079,2844.991,8100.0,3044,87.618777,1.5,6526.391371,1,10344,3034.20772309,3817.608629,85,9560,9
5387,ENST00000369583,2357.991,5669.0,2557,73.987336,1.0,4924.62,1,7279,1770.23488521,2354.38,62,6694,9
1970,ENST00000374550,435.002,12715.10473,634,899.542001,2.0,56033.72953,1,16298,-41919.3879308,-39735.72953,233,14114,9
6476,ENST00000327044,2590.991,3786.81078,2790,44.978065,2.0,3326.135,1,5059,1169.87715909,1732.865,60,4496,9
9052,ENST00000341184,4862.991,3089.198913,5062,19.549491,2.0,3252.817122,1,4166,412.568738615,913.182878,53,3665,9
3868,ENST00000398558,1904.991,1012.0,2104,16.348604,3.42857142857,98.69786327,1,1461,1162.56794199,1362.30213673,22,1261,9
6715,ENST00000367569,537.999,4193.0,737,239.847984,1.0,3719.585,1,5477,1142.79560006,1757.415,64,4862,9
6768,ENST00000215882,1441.991,2197.945355,1641,46.908058,1.5,1302.529258,1,3314,1327.86771972,2011.470742,75,2630,9
4102,ENST00000423348,418.003,117.773996,617,8.670867,5.0,6.785332322,1,264,220.713030287,257.214667678,4,227,9
6769,ENST00000312397,3093.991,3282.0,3293,32.644693,1.0,2975.74,1,4399,919.968844983,1423.26,53,3895,9
9388,ENST00000357503,3948.991,863.0,4148,6.725394,1.0,868.0,1,1331,181.357560949,463.0,29,1049,9
1582,ENST00000430348,1811.991,5484.712139,2011,93.151724,2.5,324.3904731,1,6783,6196.08699414,6458.6095269,27,6520,9
2127,ENST00000593418,601.998,3871.667476,801,197.922741,2.66666666667,432.7596953,1,4831,4115.13206894,4398.2403047,29,4547,9
2128,ENST00000539737,1012.991,1344.726163,1212,40.852762,3.55555555556,18.50050102,1,1756,1631.60911392,1737.49949898,11,1650,9
5656,ENST00000312865,2132.991,1675.0,2332,24.166785,2.2,1124.106536,1,2349,900.214792537,1224.893464,35,2024,9
4052,ENST00000602911,1130.991,6910.0,1330,188.023461,3.5,4189.427573,1,8914,3943.36816916,4724.572427,83,8132,9
3990,ENST00000377533,4908.991,1655.45018,5108,10.378078,3.0,43.20622263,1,2381,1959.83060862,2337.79377737,40,2003,9
3989,ENST00000340490,1574.991,1106.0,1774,21.610766,2.85714285714,33.28695317,1,1618,1335.48171385,1584.71304683,27,1368,9
8229,ENST00000397514,2776.991,1867.430095,2976,20.694882,4.45454545455,1583.111961,1,2904,679.114272203,1320.888039,66,2262,9
9280,ENST00000431388,416.003,1375.276116,615,101.738643,1.5,1364.407551,1,2003,261.676661389,638.592449,39,1626,9
6551,ENST00000262630,1760.991,2892.0,1960,50.539885,2.5,2527.954663,1,3883,918.639134342,1355.045337,48,3446,9
4527,ENST00000483233,1856.991,1094.801707,2056,18.143404,4.33333333333,194.9000142,1,1651,1169.71486188,1456.0999858,30,1364,9
2751,ENST00000539574,2104.991,1826.63882,2304,26.705181,2.6,196.3619894,1,2422,2018.04449944,2225.6380106,21,2214,9
5839,ENST00000298316,1383.991,4466.0,1583,99.306705,1.0,3845.935,1,5788,1420.94043103,1942.065,58,5266,9
2765,ENST00000485876,763.998,1856.850623,963,74.795888,3.27272727273,337.4105199,1,2423,1897.13001891,2085.5894801,20,2234,9
1150,ENST00000506706,1898.991,1093.915894,2098,17.72777,6.0,5.387003148,1,1406,1371.87766297,1400.61299685,3,1377,9
8295,ENST00000380325,927.991,1302.0,1127,43.177788,1.0,1199.995,1,1878,369.421385087,678.005,34,1569,9
