,EffectiveLength,Length,transcript_id,NumReads,TPM,count,deviation,faulty,mean,std
15776,353.005,552,ENST00000464271,56,4.882023,69,277.433296,1,0.039823713,0.248564889
71242,454.002,653,ENST00000524927,1510.423031,102.384456,1993,276.945246,1,40.97083454,7.048429946
33407,582.998,782,ENST00000422786,786.236388,41.50293,855,276.7513165,1,3.033055701,3.078456699
38259,512,711,ENST00000376059,2041.170885,122.688063,2445,276.6622316,1,26.25495951,8.742592101
11046,2494.991,2694,ENST00000368076,3388.730189,41.798537,4115,276.6265492,1,36.04128564,14.74536239
33755,411.003,610,ENST00000446822,2255.555742,168.888884,2778,276.3555616,1,38.13802257,9.914263933
75627,650.998,850,ENST00000443215,107.758214,5.094055,146,276.3482267,1,0.056906541,0.528113009
77020,383.005,582,ENST00000592454,154,12.373985,195,276.34623,1,0.064863909,0.705401829
12082,5228.991,5428,ENST00000461742,804,4.731852,1072,276.3087426,1,0.664569456,3.877312822
47975,800.991,1000,ENST00000433751,190,7.299938,279,276.2501055,1,0.136932782,1.009458681
13205,603.998,803,ENST00000366591,387,19.718241,520,275.7348591,1,1.951185012,1.878793333
53704,3275.991,3475,ENST00000534668,38384.12098,360.580269,46425,275.555138,1,720.7110637,165.8625902
31364,892.991,1092,ENST00000315194,91.876913,3.166303,121,275.1242605,1,0.031374761,0.439687234
89181,1863.991,2063,ENST00000344680,288.778204,4.767752,421,275.0383316,1,0.269600485,1.529715502
82697,382.005,581,ENST00000561491,359.896568,28.993589,475,275.0221628,1,2.473265118,1.718140568
63263,1620.991,1820,ENST00000256678,2774.566289,52.675371,3075,274.9452304,1,33.89442666,11.06076861
52847,453.002,652,ENST00000528700,1212,82.337076,1428,274.886929,1,8.811059998,5.162809833
36966,2275.991,2475,ENST00000540185,3250.959452,43.957612,4602,274.8688019,1,210.0909261,15.9782014
54844,436.002,635,ENST00000525341,1723,121.615675,2248,274.8325679,1,35.94199918,8.048747708
32154,998.991,1198,ENST00000539002,6102.210883,187.983096,7398,274.8228196,1,351.0561188,25.64177127
82804,5596.991,5796,ENST00000565912,779.584521,4.286488,1004,274.7046546,1,6.142709888,3.632473179
49232,1530.991,1730,ENST00000453214,0,0,2,274.2474434,1,0.000516851,0.0072908
40307,930.991,1130,ENST00000430252,603.566656,19.951379,536,274.2204028,1,5.716073329,1.933787279
91841,384.005,583,ENST00000586087,58,4.648196,82,274.1862227,1,0.050389781,0.298883034
37586,539.999,739,ENST00000507591,1232,70.211852,1472,274.0644382,1,15.23732003,5.315402063
12462,3641.991,3841,ENST00000458541,5442.756816,45.991028,5988,273.5676904,1,31.28766576,21.77418073
10444,3242.991,3442,ENST00000512605,3100,29.41772,3908,273.5641948,1,30.1539246,14.17526909
10873,760.998,960,ENST00000368206,3266,132.076527,4216,273.5232009,1,61.92368279,15.18729052
39408,2870.991,3070,ENST00000542638,3453.076888,37.014125,4433,273.3910799,1,40.5238063,16.06664049
1557,5035.991,5235,ENST00000371754,724.331578,4.426348,909,272.740618,1,3.210476805,3.321065743
71663,450.002,649,ENST00000524781,336,22.978284,393,272.5563456,1,1.96,1.434712515
44503,2555.991,2755,ENST00000342129,662,7.970613,925,271.8343983,1,0.362903406,3.401472008
28193,500,699,ENST00000523088,769.753384,47.377751,934,271.6957141,1,3.450709855,3.424968602
26152,1985.991,2185,ENST00000508716,649.442986,10.063681,734,271.6423577,1,6.666741256,2.677539927
62000,1675.991,1875,ENST00000229239,52102.14461,956.702744,70319,271.6143568,1,15487.60845,201.872214
41938,6922.991,7122,ENST00000397149,10205,45.364098,11614,271.5814692,1,1367.119619,37.73041073
72342,355.005,554,ENST00000554610,167.137511,14.488791,197,270.6956769,1,0.143720807,0.72722358
63600,1427.991,1627,ENST00000336023,6239.655275,134.470879,7775,270.03143,1,71622.40328,236.4443402
22581,382.005,581,ENST00000414946,457,36.816328,690,269.6275873,1,4.044306721,2.544085715
49258,544.999,744,ENST00000443648,1230.887756,69.504901,1600,269.5962654,1,4.380826789,5.918550729
37614,1882.991,2082,ENST00000543472,298.567107,4.879629,454,269.2199584,1,0.187873171,1.685655586
77996,368.005,567,ENST00000579261,700,58.53789,709,269.197416,1,4.19682055,2.618164728
18296,1891.991,2091,ENST00000382456,8672.713257,141.068164,11188,268.970404,1,174.6881319,40.9461848
1029,3137.991,3337,ENST00000373907,2748.45029,26.954374,3799,268.3484097,1,11.50258221,14.11410421
74901,276.007,475,ENST00000584378,500.666731,55.824047,650,268.2964762,1,2.326102212,2.414023124
85744,395.004,594,ENST00000430370,1059.645998,82.556622,1397,268.0535469,1,16.5179541,5.150023426
48070,865.991,1065,ENST00000527954,1181,41.969104,1500,268.0049444,1,19.14014605,5.525494529
79882,884.991,1084,ENST00000578907,1664.405349,57.877988,2438,267.0319005,1,15.82637939,9.070727565
92511,982.991,1182,ENST00000583046,147.347051,4.613017,273,266.9895911,1,0.232821373,1.021639748
93102,584.998,784,ENST00000362079,350795,18454.05028,396553,266.9700513,1,269250.14,476.8432241
67911,731.998,931,ENST00000560460,400,16.816787,534,266.9259277,1,2.098787606,1.992692194
48573,2218.991,2418,ENST00000380829,380,5.270128,480,266.3506813,1,0.262473118,1.801149989
81667,304.007,503,ENST00000562133,1102.952965,111.6519,1214,266.1465175,1,7.539901099,4.533067388
84608,544.999,744,ENST00000589575,861.485287,48.645743,1186,265.1654872,1,4.355700155,4.456252253
5952,1193.991,1393,ENST00000538836,229.384578,5.912298,299,264.7123635,1,0.082441644,1.129216461
88710,331.007,530,ENST00000601028,533,49.554561,724,264.658546,1,2.467709442,2.726276183
81319,4365.991,4565,ENST00000572882,1725.492125,12.16251,2246,264.4671232,1,1.772513188,8.485846785
79719,517,716,ENST00000577012,486,28.929347,726,263.9947238,1,4.483703186,2.733070897
79329,355.005,554,ENST00000590825,3529.77197,305.988337,5113,263.5504299,1,25.86809772,19.30230925
49222,1684.991,1884,ENST00000354480,4502.601386,82.235439,5131,262.2165929,1,126.7744313,19.08432077
24707,1581.991,1781,ENST00000444636,392.209143,7.629689,441,262.1521052,1,0.297154846,1.681095961
60672,3280.991,3480,ENST00000380405,4657.354369,43.684493,4950,261.7541962,1,18.78603968,18.83910184
82107,488.001,687,ENST00000567436,1498.732999,94.514157,1998,261.6984285,1,41.60503471,7.475761227
11494,2518.991,2718,ENST00000367767,1920.063843,23.457522,1985,259.9275199,1,1.261868801,7.631889583
28692,3902.991,4102,ENST00000442283,9254.881238,72.973698,11609,259.7525721,1,222.0636177,43.83762705
66486,293.007,492,ENST00000547606,71,7.457153,100,259.0341503,1,0.0591421,0.385821166
35305,385.005,584,ENST00000414884,32.224304,2.57579,39,259.0198571,1,0.010670534,0.150526411
23475,368.005,567,ENST00000432058,361.485515,30.229427,473,258.9488003,1,1.882514219,1.819346084
475,471.001,670,ENST00000608034,323.399206,21.130531,480,258.880385,1,3.036273165,1.842409678
59796,361.005,560,ENST00000337003,5879,501.167548,6276,258.8644623,1,328.083637,22.97695215
88040,326.007,525,ENST00000591417,101.077732,9.541621,132,258.8391852,1,0.044060943,0.509798928
27426,5758.991,5958,ENST00000306315,144.999983,0.774845,175,258.5923986,1,0.066604004,0.676483133
19676,2630.991,2830,ENST00000404032,3525,41.231851,4522,258.0693672,1,17.01253135,17.4564983
61095,370.005,569,ENST00000550841,36,2.99425,66,257.9697829,1,0.018574052,0.255771917
82800,2729.991,2929,ENST00000219235,188231,2121.890666,245467,257.5273193,1,152746.8644,360.0399982
14786,380.005,579,ENST00000449409,448,36.281231,570,257.3399324,1,0.537393358,2.212880844
24775,3834.991,4034,ENST00000322723,64337.66962,516.290377,74597,257.0200258,1,28005.69421,181.2750024
77864,701.998,901,ENST00000574840,269,11.792594,380,256.9279724,1,2.08,1.470918081
53519,378.005,577,ENST00000528177,17.208018,1.400963,33,256.8795337,1,0.009110241,0.128429421
58822,2625.991,2825,ENST00000394934,16183.66216,189.660391,20333,256.7641004,1,353.1542789,77.81401563
55525,377.005,576,ENST00000529248,805.987016,65.792176,948,256.7406406,1,8.180172758,3.660580673
62080,573.999,773,ENST00000389462,2422,129.854284,3738,256.6520967,1,77.75845603,14.26149091
43036,1178.991,1378,ENST00000427646,1262.184869,32.946222,1497,256.3671641,1,29.86964097,5.722770169
86373,555.999,765,ENST00000474890,841,46.549488,1057,256.2826644,1,5.523233749,4.102800979
40433,1313.991,1513,ENST00000368377,2086.060869,48.857103,2343,255.9662882,1,38.98973401,9.001225444
28519,3068.991,3268,ENST00000389378,5342.838989,53.575907,8339,255.7051309,1,175.9529975,31.92367308
41951,1507.991,1707,ENST00000419016,1322.192397,26.982924,1574,255.4448008,1,13.6700163,6.108286326
59006,1381.991,1581,ENST00000535553,5069.197429,112.882628,5518,255.398338,1,79.18021613,21.29543922
89079,680.998,880,ENST00000585786,518.998743,23.453808,714,255.0527305,1,6.203974435,2.775096837
65712,357.005,556,ENST00000547534,2787.939006,240.326501,3848,254.4765224,1,19.91848488,15.04296537
35672,4252.991,4452,ENST00000549414,842.66439,6.09752,978,254.3380597,1,0.948027617,3.841548424
11363,1968.991,2168,ENST00000536514,222.573201,3.478742,302,254.3162033,1,0.121850592,1.187018938
14919,1365.991,1565,ENST00000446860,2393.530101,53.924258,2898,254.2164503,1,5.554136807,11.37788628
9852,10497.991,10697,ENST00000342960,1088.503485,3.190925,3372,253.6205646,1,140.1391564,12.74289744
14579,2344.991,2544,ENST00000344697,0,0,1,252.9479539,1,0.002404202,0.003943878
57410,1208.991,1408,ENST00000380181,6488.258168,165.157458,6838,252.7004635,1,91.36728799,26.69814142
715,3405.991,3605,ENST00000340513,5460.325611,49.336473,6231,252.4546044,1,44.76365331,24.50435143
23059,286.007,485,ENST00000429575,1058.823855,113.930432,1151,252.2390329,1,4.453422518,4.545476425
48810,604.998,804,ENST00000457145,109.025318,5.545824,108,251.5665862,1,0.030439301,0.429188798
54011,594.998,794,ENST00000464544,454.54317,23.509983,553,251.2763443,1,2.123389674,2.192313852
74959,652.998,852,ENST00000575771,2895.871419,136.477264,3709,251.0877651,1,84.78496599,14.43405669
1707,385.005,584,ENST00000451915,397,31.733462,490,251.0300072,1,3.596461068,1.93763106
34856,449.002,648,ENST00000461263,1577,108.087677,1952,250.7419138,1,63.21641214,7.532779659
70791,347.005,546,ENST00000556174,35,3.104023,49,250.422561,1,0.018979485,0.195593481
34303,618.998,818,ENST00000355968,77383.65333,3847.27173,89555,250.3072192,1,36683.62194,211.2259416
88322,1610.991,1810,ENST00000595564,1051.541255,20.087519,1368,250.284235,1,5.145811224,5.44522586
51723,690.998,890,ENST00000481687,960.40745,42.77319,1300,250.1700169,1,8.642476012,5.161919641
36016,1393.991,1593,ENST00000393491,67.451985,1.489114,70,250.1694798,1,0.01982961,0.279731047
32224,5826.991,6026,ENST00000477265,1605.324153,8.478352,1783,250.0491068,1,43.46619733,6.956768713
59702,3063.991,3263,ENST00000357797,4260.579144,42.793146,4700,249.8522453,1,20.63352627,18.72853481
33369,2451.991,2651,ENST00000610122,0.761323,0.009555,37,249.5971361,1,0.347333531,0.146847304
60559,2627.991,2827,ENST00000381853,8.414576,0.098537,8,249.4111384,1,0.003682067,0.032060789
89840,3086.991,3286,ENST00000359032,3968.602548,39.563555,5374,248.7672211,1,39.74946534,21.44273876
43058,334.006,533,ENST00000547314,63.648262,5.864418,73,248.738994,1,0.022156423,0.293391247
2796,629.998,829,ENST00000380748,3063.571628,149.651732,3444,248.6333748,1,26.55658442,13.74491022
22548,285.007,484,ENST00000450639,261,28.18238,283,248.564106,1,1.141738474,1.133945951
52556,1960.991,2160,ENST00000531848,954,14.971519,1001,248.3555448,1,5.572092751,4.008076035
12771,1368.991,1568,ENST00000541237,1002.200182,22.529264,1078,248.2279561,1,4.29585084,4.325476333
56915,4749.991,4949,ENST00000532692,1176.181904,7.620347,1317,248.2145486,1,29.25725891,5.188022816
73500,829.991,1029,ENST00000557222,428.932697,15.904095,468,247.9011387,1,1.976618769,1.87987592
22112,781.998,981,ENST00000412383,971,38.212598,1178,247.8016698,1,13.47917373,4.699406696
83037,336.006,535,ENST00000569020,566.797991,51.912849,647,247.7058955,1,4.233889626,2.594876109
38554,412.003,611,ENST00000422832,2221.919877,165.966529,2721,247.5865532,1,24.51299992,10.89108825
84426,1255.991,1455,ENST00000452368,35150.03709,861.256259,43791,247.4018397,1,10517.47938,134.4918076
50429,2443.991,2643,ENST00000371569,2282.796471,28.744891,2544,247.2451518,1,53.46426384,10.07314286
19847,522,721,ENST00000455580,672,39.617921,756,245.8854215,1,3.102893811,3.06198351
38781,382.005,581,ENST00000507909,378,30.452017,469,245.4566384,1,4.135,1.893878296
18709,566.999,766,ENST00000439758,171,9.281256,175,245.3677249,1,0.071159453,0.712925225
9273,953.991,1153,ENST00000401021,71,2.290378,101,245.0962393,1,0.032411609,0.411950786
70872,302.007,501,ENST00000543337,1138.758535,116.039899,1316,244.9762781,1,12.49859577,5.32092909
66233,1989.991,2189,ENST00000356742,923.043919,14.274613,1191,244.8370548,1,8.335224387,4.830415791
15905,392.004,591,ENST00000496983,9.643525,0.757073,13,244.8032915,1,0.005257422,0.053082385
90315,361.005,560,ENST00000596930,137,11.678849,174,244.6854851,1,0.121436103,0.710620672
92653,306.007,505,ENST00000588494,419,42.138154,435,244.5971084,1,1.163181939,1.773679259
79465,698.998,898,ENST00000586531,142.031138,6.253175,188,244.3184459,1,0.128984434,0.768959605
3015,495.001,694,ENST00000389690,2146.808928,133.469065,2853,244.076456,1,45.21029251,11.50373024
866,9111.991,9311,ENST00000374796,1138.021949,3.843531,1274,244.0514763,1,7.702708287,5.188648358
3440,2912.991,3112,ENST00000405930,395.600498,4.179369,563,243.6869421,1,0.559338389,2.308045957
19623,2980.991,3180,ENST00000405914,64.420257,0.665051,64,243.5465972,1,0.03090937,0.262656475
63882,339.005,538,ENST00000604426,89.4188,8.117369,133,243.50366,1,0.080806713,0.545861172
8230,487.001,686,ENST00000448308,14,0.884691,16,243.2439186,1,0.006318176,0.065751621
2965,619.998,819,ENST00000441030,3.284412,0.163027,5,242.7954671,1,0.001935097,0.020585495
27206,12040.991,12240,ENST00000282356,10304.56437,26.336644,11879,242.7695241,1,1678.824339,42.01588193
31062,2415.991,2615,ENST00000502584,3433,43.729203,3718,242.676346,1,110.9903865,14.86345774
39131,596.998,796,ENST00000393987,2532,130.521939,3509,241.909765,1,124.0443354,13.99263756
15717,1249.991,1449,ENST00000478935,1716.786212,42.267101,2130,241.7293485,1,9.087844929,8.77391251
78282,406.004,605,ENST00000588180,137.535979,10.425077,158,241.5097245,1,0.105120762,0.653782698
77993,1685.991,1885,ENST00000376381,288,5.256908,309,241.0906768,1,0.222805769,1.280751285
20021,3123.991,3323,ENST00000379213,321.889111,3.170951,352,241.0893467,1,0.215293677,1.459146624
65566,3471.991,3671,ENST00000318066,13694.47082,121.383518,15551,240.9989308,1,2287.405342,55.03590664
2700,3406.991,3606,ENST00000438055,2197.273714,19.847519,1887,240.9523372,1,1.496068843,7.825215364
4872,1151.991,1351,ENST00000451060,1349,36.037612,1664,240.6084291,1,11.79580221,6.866776046
64232,911.991,1111,ENST00000551771,256,8.638585,352,239.7534492,1,0.104045528,1.467740946
61653,2172.991,2372,ENST00000375457,2299,32.55923,2775,239.5483403,1,24.54921598,11.48181941
84575,346.005,545,ENST00000573216,1062.027478,94.459591,1400,239.4223501,1,8.69438934,5.811093284
69037,1259.991,1459,ENST00000367709,352.223384,8.60288,382,239.4106539,1,0.170270344,1.594873592
10743,322.007,521,ENST00000368304,982.35492,93.885098,1288,239.3150351,1,10.98592742,5.336121367
64403,706.998,906,ENST00000551841,203.018977,8.837133,274,239.0249021,1,0.14391816,1.145721971
17973,1990.991,2190,ENST00000295830,9207.911513,142.326224,10312,238.0902869,1,1249.184938,38.06461482
75489,364.005,563,ENST00000579341,54.713546,4.625729,64,237.9428167,1,0.036946909,0.268816911
81420,2301.991,2501,ENST00000513947,527.834745,7.056469,626,237.8748123,1,3.798972161,2.61566587
67402,5474.991,5674,ENST00000435939,4057.980811,22.809702,4860,237.5767555,1,51.77163662,20.23863132
30384,674.998,874,ENST00000508513,1303,59.406617,1574,237.2099497,1,28.21176185,6.516540474
34211,392.004,591,ENST00000455877,105,8.243113,135,237.0408511,1,0.097783996,0.569109567
88783,624.998,824,ENST00000599918,20,0.984791,25,236.4332036,1,0.010390483,0.105694163
53965,1856.991,2056,ENST00000531383,780.020221,12.926744,1174,236.1784687,1,8.779842477,4.933642614
49224,1811.991,2011,ENST00000430348,5484.712139,93.151724,6783,235.924178,1,324.3904731,27.3757848
38083,1150.991,1350,ENST00000376377,5437.148576,145.375899,7083,235.9205782,1,221.3330832,29.08464777
16820,334.006,533,ENST00000483906,733.323372,67.566883,956,235.8271016,1,7.039059237,4.023968978
37037,4635.991,4835,ENST00000485655,1593.786527,10.579877,1803,235.7347308,1,26.2331408,7.537145049
12159,4794.991,4994,ENST00000359651,1045,6.706895,1346,235.6787209,1,20.14770733,5.625676715
4951,620.998,820,ENST00000466375,1208,59.864535,1558,235.5627206,1,45.26242732,6.421803793
60322,1407.991,1607,ENST00000540159,1876.843807,41.022429,2445,235.4528363,1,71.67816861,10.0798184
20949,1585.991,1785,ENST00000538797,6946.172698,134.783883,8448,235.014937,1,88.51318039,35.57002344
31556,3832.991,4032,ENST00000424970,1205.701637,9.68044,1302,234.795115,1,19.80922459,5.460892043
1751,560.999,760,ENST00000371219,1261.498169,69.201812,1701,234.3912666,1,23.56565754,7.1565565
74978,210.01,409,ENST00000572656,252.85863,37.053581,337,234.146845,1,1.452392003,1.433064827
82774,409.003,608,ENST00000568671,1282.068029,96.466621,1537,233.7356527,1,23.74176803,6.474229388
86982,1682.991,1882,ENST00000438170,1735.932094,31.742713,2394,233.6250028,1,20.51999808,10.15935783
71936,388.005,587,ENST00000554712,16.034697,1.271794,21,233.3909359,1,0.00637642,0.089950467
91811,2762.991,2962,ENST00000360790,2712.528692,30.212589,2780,233.3739744,1,11.76579848,11.86179483
49033,1392.991,1592,ENST00000542215,1354,29.913241,1525,233.3704702,1,9.148374718,6.49547316
93099,485.001,684,ENST00000361739,340293,21592.53783,390303,233.3482219,1,267086.12,528.0386497
41351,1217.991,1417,ENST00000366855,6510.375354,164.495902,8462,233.1099417,1,310.451985,34.96868454
9953,3209.991,3409,ENST00000369226,0,0,18,233.1033074,1,0.0055299,0.077195259
23320,20588.991,20788,ENST00000424728,1518.39818,2.26957,801,233.018189,1,11.40670319,3.388547908
10731,4238.991,4438,ENST00000462460,5139.473935,37.31206,6757,232.8591572,1,50.06918258,28.80252122
13803,511,710,ENST00000414717,285,17.163935,308,232.6036233,1,1.412915143,1.318066677
42677,2452.991,2652,ENST00000351839,40590.63407,509.240522,45090,232.0424214,1,232.4036029,193.3163606
81668,685.998,885,ENST00000570319,311.336948,13.966922,371,231.9140936,1,1.554537574,1.593027214
46632,403.004,602,ENST00000521045,473,36.119754,539,231.7670069,1,4.067130895,2.308063069
75386,3044.991,3244,ENST00000444976,6548.643367,66.18482,8756,231.7445002,1,35.7514033,37.62871865
75920,394.004,593,ENST00000578181,2210.33633,172.643513,2360,231.7234402,1,34.94280661,10.03375917
43275,7191.991,7391,ENST00000259335,2760.276314,11.811266,3128,231.6504754,1,12.61155972,13.44865982
23185,615.998,815,ENST00000409888,86.936258,4.343246,110,231.5734424,1,0.075208655,0.474686519
69555,2952.991,3152,ENST00000565074,3186.195678,33.204992,4299,231.5288759,1,92.72659747,18.16738144
48796,4531.991,4731,ENST00000397821,19746.29821,134.087934,22560,231.1363239,1,3062.621526,84.35445431
62506,453.002,652,ENST00000545027,504,34.23918,547,229.964512,1,4.45887455,2.359238479
80020,1705.991,1905,ENST00000293861,432.739138,7.806252,703,229.9024925,1,4.431970876,3.038540477
2302,626.998,826,ENST00000400087,2409.247044,118.251881,3101,229.8490611,1,55.64827492,13.24935465
87887,371.005,570,ENST00000586963,1628.044698,135.045413,2036,229.5695024,1,16.30151881,8.797764773
8171,565.999,765,ENST00000371376,328.910135,17.883583,342,229.4280564,1,2.044717338,1.481751133
3688,982.991,1182,ENST00000407082,2252.54784,70.520867,2808,228.898005,1,25.20920268,12.15733967
18631,355.005,554,ENST00000434811,174,15.083686,176,228.7156148,1,0.119546918,0.768991891
64713,2070.991,2270,ENST00000548478,1289,19.154366,1599,228.5147758,1,13.83785243,6.936803722
11723,688.998,888,ENST00000447964,87.070787,3.889085,79,228.4085908,1,0.026427414,0.345755702
90562,1724.991,1924,ENST00000391735,23.914981,0.426654,25,228.3537169,1,0.010951068,0.109431321
10526,3017.991,3217,ENST00000344086,743.8924,7.585518,1000,228.0255982,1,0.617608986,4.382764036
9343,1598.991,1798,ENST00000393614,872.571927,16.793775,1174,228.0085704,1,1.827113286,5.140915908
83967,117.015,316,ENST00000563839,9.442215,2.483282,8,227.8295529,1,0.002591068,0.035102597
57292,4496.991,4696,ENST00000360803,7227.026801,49.457333,8519,227.8220738,1,574.6982522,34.87064101
87019,1730.991,1930,ENST00000450333,938,16.676355,1282,227.7346594,1,11.08506246,5.58068298
24059,1143.991,1343,ENST00000540255,317.870035,8.551063,374,227.6764288,1,0.239319229,1.641630988
57605,3073.991,3273,ENST00000327347,4868.145894,48.736468,5926,227.3453095,1,372.323675,24.42837434
18908,1142.991,1342,ENST00000415708,854,22.993665,942,226.9728172,1,0.862063166,4.146478633
28054,262.007,461,ENST00000602657,268.524914,31.540192,338,226.6342852,1,1.510050806,1.484726589
60604,1745.991,1945,ENST00000399697,10131,178.567909,11791,226.629072,1,1858.474957,43.82723255
47814,1760.991,1960,ENST00000524325,331.752876,5.797632,467,226.5459653,1,0.146096556,2.060746934
14939,684.998,884,ENST00000420814,352.453337,15.834531,498,226.2661393,1,2.056568227,2.191858814
28816,7805.991,8005,ENST00000302764,6268,24.711208,7335,226.2441824,1,801.8568572,28.87651331
9865,916.991,1116,ENST00000425134,1358,45.575125,1551,225.6433065,1,14.3911774,6.809902082
54577,862.991,1062,ENST00000531407,2475.879585,88.291,3419,225.6422445,1,68.84893004,14.84718022
8733,720.998,920,ENST00000370641,1457.93391,62.229556,1894,225.4799327,1,25.72616261,8.285765457
7080,376.005,575,ENST00000470404,2331.878278,190.855892,2395,225.247315,1,35.77342026,10.47393874
72127,656.998,856,ENST00000554795,363,17.003388,369,225.0431344,1,0.497117303,1.637476671
4707,544.999,744,ENST00000434364,215,12.140468,286,224.9438895,1,0.745233197,1.268115206
64681,867.991,1067,ENST00000551116,151.637558,5.376315,182,224.3990333,1,0.057476021,0.810799054
40873,1303.991,1503,ENST00000438118,796.497641,18.797627,916,224.2031777,1,7.333564727,4.052870457
22151,1236.991,1436,ENST00000409193,1131.664816,28.154279,1256,224.0716763,1,13.06027266,5.5470631
74823,1765.991,1965,ENST00000576201,1270,22.131372,1771,223.4141944,1,8.109257364,7.890683702
749,783.998,983,ENST00000539210,82.128204,3.223817,113,223.2070071,1,0.050844507,0.506028717
27591,3379.991,3579,ENST00000245414,5641,51.361017,7448,222.813191,1,441.3554805,31.44627339
66195,8029.991,8229,ENST00000395494,8584.295022,32.898993,10451,222.7542669,1,847.6371212,43.11191437
44576,2970.991,3170,ENST00000522893,1078.963449,11.176311,1309,222.3128051,1,29.73250054,5.754358139
5969,203.011,402,ENST00000465788,421.971498,63.967099,573,222.2139756,1,4.757915724,2.557184276
58156,2654.991,2854,ENST00000432900,208.110777,2.412263,220,222.170985,1,0.095040617,0.989800533
31484,487.001,686,ENST00000511644,1130,71.407182,1194,222.1034818,1,9.394806369,5.33357327
15447,1433.991,1633,ENST00000495461,2691.446983,57.76071,3330,221.4895409,1,130.6661588,14.44462717
68888,378.005,577,ENST00000560316,246,20.027691,300,221.4217664,1,1.945,1.346096208
70855,725.998,925,ENST00000538267,777.560932,32.960359,939,221.1075531,1,4.32167721,4.227256418
82,2600.991,2800,ENST00000476071,1608.348999,19.029813,1841,220.7666617,1,1.61106628,8.331823833
54049,1524.991,1724,ENST00000525752,938.773287,18.944649,1290,220.1534228,1,10.5360009,5.811692514
10123,504,703,ENST00000362052,1805.797215,110.263377,1982,220.0910271,1,58.85861967,8.737936325
27681,602.998,802,ENST00000522855,8957.570183,457.158758,9244,219.9856329,1,242.5040371,40.91856293
73535,611.998,811,ENST00000555842,417.642097,21.001338,444,219.9716338,1,3.009415196,2.004761147
64967,11051.991,11251,ENST00000545606,13061,36.368797,14702,219.8645318,1,2091.8886,57.35400474
37346,5589.991,5789,ENST00000334984,745,4.101457,960,219.5925993,1,0.711326404,4.36849273
3573,1758.991,1958,ENST00000456303,93.072385,1.62836,116,219.2915658,1,0.049520972,0.52875029
29355,2713.991,2913,ENST00000376929,10995.70761,124.683174,13904,219.0845564,1,410.4007411,61.59082812
38712,854.991,1054,ENST00000374017,1500.952469,54.025473,1660,219.066524,1,22.7060285,7.473957873
27393,1919.991,2119,ENST00000514949,1972.8379,31.621706,2139,218.9010679,1,22.60804631,9.668257784
69050,366.005,565,ENST00000569438,42061.52494,3536.638725,51911,218.901031,1,16493.34507,161.7975702
89647,1441.991,1641,ENST00000601968,2893.344772,61.749117,3867,218.6258815,1,53.41726021,17.44341847
28424,421.003,620,ENST00000515748,648,47.367703,828,218.3985696,1,5.408177953,3.76647074
26704,317.007,516,ENST00000511630,80,7.766307,85,218.3632201,1,0.027584969,0.389133367
21203,639.998,839,ENST00000449030,6268.185417,301.40892,8309,218.1966454,1,155.6006076,37.36720782
20945,1831.991,2031,ENST00000539919,6986.540274,117.363195,8695,218.1833623,1,94.19995074,39.42005457
10193,1816.991,2016,ENST00000368905,3377,57.196754,4291,218.0135423,1,226.5099307,18.64329172
55021,752.998,952,ENST00000529736,499,20.39387,652,217.8363412,1,1.195808195,2.987583193
30173,1703.991,1903,ENST00000505412,102.410308,1.849564,97,217.6836328,1,0.03157752,0.445455734
48604,595.998,795,ENST00000421368,206.484376,10.661912,224,217.6714179,1,0.072925374,1.02873899
54464,1885.991,2085,ENST00000415073,1153.432312,18.821125,1410,217.4026938,1,2.473282111,6.474283706
34689,3777.991,3977,ENST00000446813,2544.703694,20.728571,3388,217.0536319,1,5.170182263,15.58522559
74601,5280.991,5480,ENST00000345221,514.214643,2.996554,591,217.0311854,1,0.370679007,2.721403009
29072,485.001,684,ENST00000510730,176,11.16769,226,217.018563,1,1.063631517,1.036484462
15346,1570.991,1770,ENST00000477703,2006,39.29618,2174,216.9294031,1,109.0544407,9.518974973
54639,881.991,1081,ENST00000533595,3177.36166,110.86531,4235,216.7430561,1,39.9845474,19.35478593
50440,1520.991,1720,ENST00000394617,3298.322511,66.73591,4416,216.4490128,1,40.94513793,20.21286586
71575,802.991,1002,ENST00000555764,5085.151041,194.888573,5083,216.4083069,1,90.17908262,23.07129975
89100,2569.991,2769,ENST00000544944,1299,15.555022,1767,216.1453569,1,21.88760756,8.073790794
83232,346.005,545,ENST00000563939,309,27.483294,373,216.143126,1,1.777337502,1.717485397
7452,1651.991,1851,ENST00000441669,1374.705772,25.609151,1528,216.1153512,1,7.393104919,7.036089231
69692,3912.991,4112,ENST00000381714,2818.573842,22.167342,3111,215.8820843,1,13.57042012,14.3477843
15902,2006.991,2206,ENST00000471138,70,1.073361,81,214.8457541,1,0.026738381,0.376890211
54214,432.002,631,ENST00000394531,516,36.758409,702,214.6569713,1,6.461546599,3.240232307
60566,6160.991,6360,ENST00000463407,3340.999972,16.688563,3866,214.3809011,1,265.3541992,16.79555306
82207,2209.991,2409,ENST00000380317,880.187561,12.25682,1237,213.7376456,1,20.28204595,5.692576759
82401,679.998,879,ENST00000565112,382,17.288154,388,213.5998693,1,1.784208421,1.808127471
20625,644.998,844,ENST00000432309,1381.476117,65.914035,1701,213.5329869,1,8.884867392,7.924373452
