,Unnamed: 0,EffectiveLength,Length,Name,NumReads,TPM,count,deviation,faulty,mean,std,diff
8107,11039,3639.991,3839,ENST00000368081,141.753542,1.198469,188,3.61714267129,1,140.683730712,13.081117774,47
8108,43819,2784.991,2984,ENST00000372938,707.431954,7.817249,908,3.61714070148,1,682.174380664,62.4320804672,225
8109,12353,1448.991,1648,ENST00000429964,90.0,1.911481,124,3.61687876902,1,89.2382687102,9.61097496204,34
8110,25882,7985.991,8185,ENST00000296603,470.0,1.811182,555,3.61612541165,1,472.005,22.9513610708,82
8111,37474,1833.991,2033,ENST00000379375,314.0,5.268968,375,3.61582702355,1,311.29,17.6197587952,63
8112,89120,2401.991,2601,ENST00000433642,162.018659,2.075806,214,3.6155832308,1,163.19028134,14.0529799528,50
8113,34997,582.998,782,ENST00000439105,102.0,5.384257,139,3.61436101681,1,102.54,10.0875368649,36
8114,60047,3652.991,3852,ENST00000298472,244.0,2.05558,301,3.61414392903,1,241.965,16.3344352519,59
8115,4111,1736.991,1936,ENST00000405742,111.262282,1.971258,191,3.61385745653,1,108.985498916,22.6944482649,82
8116,19635,1388.991,1588,ENST00000405867,1361.261072,30.160262,1499,3.61379062518,1,1359.73672187,38.5366205671,139
8117,89481,376.005,575,ENST00000593425,161.41005,13.210835,222,3.61369556775,1,158.979145298,17.439447657,63
8118,65776,5579.991,5779,ENST00000360820,345.501335,1.905501,420,3.61360480545,1,345.312487241,20.6684230235,74
8119,79203,716.998,916,ENST00000435555,455.0,19.529287,539,3.61332385225,1,457.33,22.602457831,81
8120,79041,323.007,522,ENST00000581252,117.0,11.147243,157,3.61307115472,1,116.56,11.1926940457,40
8121,14583,1795.991,1995,ENST00000437827,171.326164,2.935706,228,3.6129459232,1,170.819773813,15.8264827103,57
8122,50119,866.991,1066,ENST00000372691,868.8523,30.840723,963,3.61112940335,1,867.868163191,26.3440675155,95
8123,51546,1226.991,1426,ENST00000397406,234.776715,5.888528,307,3.61078172874,1,227.069362771,22.1366571656,79
8124,20831,1229.991,1440,ENST00000445587,712.16031,17.818411,805,3.61059976354,1,711.088069903,26.0100637698,93
8125,76746,342.005,541,ENST00000577249,80.320946,7.227515,115,3.6103308446,1,80.5147659265,9.55182102633,34
8126,63203,6401.991,6601,ENST00000361961,1286.923695,6.186297,1497,3.6098620929,1,1279.38993684,60.2820987503,217
8127,70879,1528.991,1728,ENST00000285848,345.768921,6.959437,491,3.60901736767,1,342.285506185,41.206366904,148
8128,77606,2372.991,2572,ENST00000177694,157.0,2.036088,203,3.60856005477,1,156.565,12.8680136385,46
8129,77274,641.998,841,ENST00000590253,352.980786,16.920386,466,3.60819359337,1,356.364029899,30.3852792993,109
8130,87759,683.998,883,ENST00000590994,297.0,13.362709,358,3.60779632267,1,297.69,16.7165756063,60
8131,86331,2289.991,2489,ENST00000346736,37.0,0.497234,58,3.60752543888,1,33.9039596273,6.67938196998,24
8132,42650,1565.991,1765,ENST00000340717,52.0,1.021897,79,3.60605815918,1,51.425,7.64685392825,27
8133,55864,1498.991,1698,ENST00000529987,1123.922817,23.074408,1313,3.60593148689,1,1126.31386864,51.7719574092,186
8134,49703,98.02,297,ENST00000374188,409.861563,128.681844,493,3.60579726553,1,410.119978554,22.9852139048,82
8135,73795,8486.991,8686,ENST00000359520,295.181193,1.070355,380,3.603954297,1,295.778422655,23.3692134816,84
8136,7465,746.998,946,ENST00000434861,34.735345,1.431018,66,3.6038575475,1,34.7309523043,8.67654930408,31
8137,10384,1634.991,1834,ENST00000359650,66.0,1.242286,91,3.60186152399,1,66.62,6.76872218369,24
8138,25044,534.999,734,ENST00000409726,17.176848,0.98806,42,3.60141347275,1,16.6798240514,7.03062176564,25
8139,88884,9485.991,9685,ENST00000422989,390.59338,1.267171,465,3.60028124269,1,392.710798688,20.078765085,72
8140,33735,936.991,1136,ENST00000409994,105.0,3.448634,139,3.59909339615,1,104.4,9.61353212924,34
8141,53306,735.998,935,ENST00000524447,647.723556,27.083575,805,3.59813064626,1,644.17144102,44.6978097216,160
8142,43737,3176.991,3376,ENST00000323301,554.55774,5.37185,741,3.59731511189,1,553.097636534,52.2340572405,187
8143,35836,993.991,1193,ENST00000470347,1714.0,53.066632,1858,3.59693303177,1,1712.53,40.442787985,145
8144,82208,1390.991,1603,ENST00000572628,289.424717,6.403308,352,3.59688820421,1,287.987040594,17.7967609144,64
8145,77201,2690.991,2890,ENST00000586231,176.0,2.012767,223,3.59639186037,1,175.875,13.1034108155,47
8146,14531,328.007,527,ENST00000416880,202.0,18.952297,253,3.59613560879,1,202.145,14.1415690431,50
8147,72511,2206.991,2406,ENST00000267499,16.0,0.223107,1,3.5961100164,1,15.92,4.14892757228,-14
8148,3172,653.998,853,ENST00000450351,217.134968,10.217537,308,3.59562695074,1,219.099216203,24.7246961419,88
8149,66106,373.005,572,ENST00000536242,105.607238,8.713093,147,3.59554401078,1,105.573902101,11.5215104514,41
8150,43973,657.998,857,ENST00000432651,182.665451,8.543282,234,3.59474155446,1,183.031543596,14.1786149662,50
8151,80719,3008.991,3208,ENST00000574902,100.385162,1.026696,139,3.59462186611,1,99.6009104248,10.9605658238,39
8152,35705,2731.991,2931,ENST00000465829,32.025777,0.360756,130,3.59302614597,1,29.3012052306,28.0261792368,100
8153,36454,6597.991,6797,ENST00000378509,1076.0,5.018727,1200,3.59187359653,1,1079.77,33.4727814799,120
8154,11563,3270.991,3470,ENST00000281834,1318.0,12.400212,1434,3.59120808581,1,1316.17,32.8106857594,117
8155,1125,631.998,831,ENST00000373459,23.0,1.119966,40,3.5907878323,1,22.91,4.75940122284,17
8156,72438,2826.991,3026,ENST00000336440,232.820737,2.534488,295,3.5904071281,1,229.617603298,18.2103016091,65
8157,23892,454.002,653,ENST00000374478,9.181555,0.622374,26,3.58924837907,1,9.4238568199,4.61827698433,16
8158,86771,1622.991,1822,ENST00000600871,36.496913,0.692043,82,3.58902392402,1,34.8559810068,13.1356101244,47
8159,59273,2451.991,2651,ENST00000456827,867.703512,10.890443,1102,3.58900233729,1,870.933315552,64.3818707075,231
8160,75951,357.005,556,ENST00000583522,133.0,11.464894,174,3.58890088413,1,133.685,11.2332441886,40
8161,49132,1066.991,1266,ENST00000523344,132.907647,3.833384,210,3.58888545943,1,134.838037093,20.9429818134,75
8162,48555,366.005,565,ENST00000415293,0.0,0.0,5,3.5888464944,1,0.29160720912,1.31195156946,4
8163,75456,486.001,685,ENST00000444058,139.536385,8.835754,186,3.58841242033,1,140.226235186,12.7559933064,45
8164,10766,1090.991,1290,ENST00000423538,143.84458,4.057565,215,3.5880960829,1,143.02909244,20.0582442323,71
8165,84270,2418.991,2618,ENST00000534986,1796.768583,22.858671,1969,3.58780891206,1,1799.83332273,47.1504144769,169
8166,88457,1926.991,2126,ENST00000392035,301.153445,4.809515,400,3.5874362938,1,300.305931342,27.789780917,99
8167,28201,2277.991,2477,ENST00000522783,165.189093,2.231631,233,3.58696550825,1,167.344795553,18.303829322,65
8168,59911,1919.991,2119,ENST00000448814,109.027133,1.747545,178,3.58671167478,1,107.13504291,19.7576397312,70
8169,23818,1846.991,2046,ENST00000264279,4427.0,73.762875,4658,3.58591924206,1,4428.525,63.9933541471,229
8170,31221,2073.991,2273,ENST00000509093,1652.468435,24.519939,1840,3.58567330651,1,1649.38192363,53.161027253,190
8171,75932,448.002,647,ENST00000579060,114.0,7.831008,152,3.58557753778,1,113.18,10.8267077175,38
8172,87224,5545.991,5745,ENST00000358296,207.479138,1.1513,266,3.58544787138,1,206.251628375,16.6641306102,59
8173,78438,3266.991,3466,ENST00000225726,805.348429,7.586281,946,3.58527482011,1,807.78064974,38.5519540885,138
8174,33196,377.005,576,ENST00000454383,24.481834,1.998436,58,3.58513528768,1,22.3073352422,9.95573720202,35
8175,66200,710.998,910,ENST00000552087,69.937342,3.027148,121,3.58498797397,1,69.6442970986,14.3252092543,51
8176,87919,2532.991,2732,ENST00000591372,464.0,5.637381,536,3.58476271743,1,464.14,20.0459571984,71
8177,26997,3154.991,3354,ENST00000380009,647.0,6.311015,744,3.58468208831,1,647.88,26.8140933093,96
8178,6964,2625.991,2825,ENST00000542507,1098.836345,12.877538,1465,3.58406392733,1,1106.8404723,99.9311214748,358
8179,66068,2056.991,2256,ENST00000550948,195.60529,2.926451,294,3.58269520597,1,195.194752457,27.5784686842,98
8180,50553,537.999,737,ENST00000406492,30.242781,1.729948,56,3.58264264709,1,29.8770932628,7.29151894577,26
8181,29715,215.01,414,ENST00000389838,68.522867,9.807763,104,3.58242900417,1,69.1441780269,9.72966161577,34
8182,32342,3978.991,4178,ENST00000296582,610.0,4.717913,693,3.58211973792,1,605.235229387,24.5007919986,87
8183,72270,372.005,571,ENST00000557370,401.0,33.173318,472,3.58211279893,1,402.4,19.4298739059,69
8184,44008,652.998,852,ENST00000372480,326.00378,15.363978,439,3.58180436551,1,325.505928712,31.6862842596,113
8185,85206,365.005,564,ENST00000590262,299.816455,25.278387,366,3.58150920691,1,300.31375442,18.3403816059,65
8186,66924,374.005,573,ENST00000546132,49.572453,4.079025,77,3.58108596701,1,48.6704681883,7.91087733517,28
8187,35757,1514.991,1714,ENST00000428154,3588.919057,72.903222,3825,3.58062658157,1,3587.0005328,66.4686645704,237
8188,35482,122.015,321,ENST00000431404,78.0,19.673252,108,3.580527678,1,78.58,8.21666599053,29
8189,75880,520.0,719,ENST00000582076,430.0,25.448256,503,3.57999097551,1,430.095,20.3645764748,72
8190,60718,2202.991,2402,ENST00000380071,748.734689,10.459437,854,3.5794778106,1,747.689732136,29.6999376695,106
8191,80765,2827.991,3027,ENST00000304926,528.0,5.74578,622,3.57855168858,1,521.792171795,28.002341988,100
8192,23277,2225.991,2425,ENST00000409440,353.675435,4.889614,437,3.57848985646,1,355.303907026,22.829767933,81
8193,79302,828.991,1028,ENST00000366365,97.0,3.600934,133,3.57766991394,1,97.99,9.78569874868,35
8194,79837,1643.991,1843,ENST00000306739,160.132853,2.997603,224,3.57717718181,1,159.190191544,18.1175841066,64
8195,21576,1138.991,1338,ENST00000409701,346.194383,9.353903,416,3.57715500591,1,350.081417815,18.4276560777,65
8196,38064,716.998,916,ENST00000417033,75.749575,3.251286,130,3.57678297518,1,75.9594467642,15.1087034385,54
8197,69021,1196.991,1396,ENST00000569896,4669.256331,120.046629,4943,3.5767027182,1,4671.53889854,75.8970266317,271
8198,12600,481.001,680,ENST00000366981,95.0,6.078143,130,3.57634173204,1,96.005,9.50552339432,33
8199,51468,2300.991,2500,ENST00000382409,56.999959,0.762347,93,3.57545484407,1,56.8019241199,10.1240478369,36
8200,1135,818.991,1018,ENST00000373403,320.388713,12.039024,400,3.57533452527,1,320.077848554,22.3537548393,79
8201,74941,3811.991,4011,ENST00000316024,486.402158,3.926781,592,3.57496908461,1,488.60516619,28.9218819416,103
8202,71093,4078.991,4278,ENST00000356300,437.063305,3.297499,641,3.57425642393,1,440.984460355,55.9600420121,200
8203,38289,984.991,1184,ENST00000375916,107.0,3.343064,142,3.5742251926,1,107.37,9.68881313681,34
8204,44526,4381.991,4581,ENST00000277531,52.715759,0.370222,93,3.57354619033,1,47.4218728662,12.7543131406,45
8205,86592,968.991,1168,ENST00000589852,487.59478,15.485758,618,3.57335465117,1,487.823084516,36.4298896113,130
8206,49930,5958.991,6158,ENST00000506585,107.258806,0.553928,63,3.57277765306,1,106.07900234,12.0575659957,-43
8207,67273,1361.991,1561,ENST00000535934,58.503859,1.321915,89,3.57218792566,1,58.8589868264,8.43768967393,30
8208,70208,5009.991,5209,ENST00000420329,288.170955,1.770135,354,3.57194257074,1,286.608899326,18.8667928836,67
8209,8770,5880.991,6080,ENST00000431532,1228.755839,6.429958,1380,3.57190991598,1,1228.81724389,42.3254672323,151
8210,61862,3115.991,3315,ENST00000359843,949.366315,9.376283,1269,3.57146592328,1,949.19732947,89.5438112529,319
8211,72478,387.005,586,ENST00000555373,2634.799295,209.519415,2818,3.57114513924,1,2634.29560074,51.4413142279,183
8212,29909,315.007,514,ENST00000512966,99.0,9.671823,137,3.57027847882,1,100.335,10.2695070476,36
8213,24759,3030.991,3230,ENST00000373635,1630.127981,16.551224,2091,3.56981676642,1,1633.47643161,128.164440455,457
8214,83545,899.991,1099,ENST00000569637,284.0,9.71121,347,3.56976264831,1,285.03,17.359697578,61
8215,26077,4081.991,4281,ENST00000303221,365.194665,2.753249,441,3.56966203287,1,363.364995763,21.7485586933,77
8216,3982,3703.991,3903,ENST00000317368,371.011879,3.082556,490,3.56949010843,1,370.079550755,33.595960656,119
8217,75427,858.991,1058,ENST00000423161,185.285108,6.63812,250,3.56929515076,1,184.763630096,18.2771015419,65
8218,121,997.991,1197,ENST00000400064,123.0,3.792902,161,3.56888958616,1,123.79,10.4262121597,37
8219,36899,3984.991,4184,ENST00000307271,569.0,4.394181,652,3.56885906047,1,568.52,23.3912291255,83
8220,26222,4218.991,4418,ENST00000454432,3878.340261,28.289831,4199,3.56868456156,1,3876.91403501,90.2534139495,322
8221,48993,1702.991,1902,ENST00000457894,1580.217223,28.556011,1842,3.568407758,1,1581.65342845,72.9587505699,260
8222,78498,767.998,967,ENST00000582540,0.0,0.0,2,3.56811998573,1,0.170581685098,0.512712106716,1
8223,84458,2003.991,2203,ENST00000568064,122.253215,1.877403,176,3.56756824352,1,123.434644334,14.7342256904,52
8224,9438,4012.991,4212,ENST00000369702,964.311699,7.39507,1069,3.56586385854,1,961.036573935,30.2769343834,107
8225,16745,2368.991,2579,ENST00000336332,264.092501,3.430724,336,3.5656908457,1,266.564887412,19.4731163167,69
8226,77990,694.998,894,ENST00000376392,560.063399,24.799708,688,3.56564239712,1,560.256484642,35.8262274032,127
8227,54490,4385.991,4585,ENST00000544868,3730.253055,26.173609,4010,3.56463079638,1,3725.4434006,79.8277902119,284
8228,86294,899.991,1099,ENST00000242770,291.23035,9.958448,402,3.56443295336,1,291.806083676,30.9148517494,110
8229,21712,4568.991,4768,ENST00000258457,800.002177,5.388451,909,3.56404884258,1,803.752413095,29.5303435934,105
8230,83542,527.999,727,ENST00000562595,214.696306,12.513654,273,3.56402667785,1,215.585746423,16.1093781743,57
8231,76625,2333.991,2533,ENST00000378011,246.347283,3.248192,329,3.56394606175,1,247.524081124,22.8611537506,81
8232,28923,1194.991,1394,ENST00000519643,76.0,1.957231,109,3.56369733113,1,77.025,8.97242302837,31
8233,83634,376.005,575,ENST00000565715,129.948874,10.63585,178,3.56365530173,1,128.990434954,13.7526109841,49
8234,26585,1863.991,2063,ENST00000296785,473.68176,7.820526,561,3.56269217271,1,474.530650913,24.2707887448,86
8235,4594,302.007,501,ENST00000417303,43.0,4.381715,66,3.56255196443,1,43.035,6.44622176162,22
8236,27342,1790.991,1990,ENST00000415806,2413.109994,41.464536,2638,3.56228300259,1,2402.78465234,66.0293826996,235
8237,30882,1565.991,1765,ENST00000514161,4089.322471,80.362827,4691,3.56227104172,1,4036.78152749,183.652076119,654
8238,40382,1709.991,1909,ENST00000368466,124.137979,2.234107,170,3.56212752749,1,124.201995288,12.8569245089,45
8239,44456,2565.991,2765,ENST00000371589,411.244055,4.932165,623,3.56144171379,1,409.434264277,59.9660903886,213
8240,5427,2303.991,2503,ENST00000400928,53.0,0.707926,77,3.56141623547,1,52.3350608604,6.92559855654,24
8241,7038,922.991,1122,ENST00000417514,223.627398,7.456254,278,3.56134760341,1,223.701156969,15.2467125025,54
8242,7781,162.013,361,ENST00000453863,170.842635,32.451862,217,3.56091077461,1,171.188992765,12.8649691425,45
8243,66981,660.998,860,ENST00000539551,127.0,5.912845,164,3.56088264647,1,127.06,10.3738324644,36
8244,41380,1607.991,1807,ENST00000423229,602.160176,11.524485,691,3.55974822751,1,602.383709347,24.8939770426,88
8245,37972,927.991,1127,ENST00000376818,0.0,0.0,1,3.55911313999,1,0.0195284010704,0.275481998004,0
8246,69169,3151.991,3351,ENST00000352331,1206.138284,11.776201,1334,3.55906124864,1,1208.08723304,35.3780837607,125
8247,76401,572.999,772,ENST00000422211,201.93505,10.845534,245,3.55840926162,1,202.108428039,12.0535803523,42
8248,3426,2728.991,2928,ENST00000403707,286.354954,3.229205,381,3.55812633112,1,283.539440739,27.3909777764,97
8249,59333,7464.991,7664,ENST00000412050,2.653747,0.01094,12,3.55731851854,1,2.29549126378,2.72804042866,9
8250,71091,479.001,678,ENST00000557189,123.411976,7.928923,179,3.55562729148,1,123.328700815,15.6572369995,55
8251,58939,5875.991,6075,ENST00000604729,692.591108,3.627345,1174,3.55551623946,1,678.040581791,139.490128805,495
8252,70101,2147.991,2347,ENST00000565973,218.35694,3.128439,275,3.55547684658,1,217.369864935,16.2088343005,57
8253,4021,5818.991,6018,ENST00000401950,698.038942,3.691688,850,3.55510902693,1,693.726190309,43.9575294337,156
8254,30373,1023.991,1223,ENST00000295963,1555.0,46.733403,1690,3.55492987584,1,1550.18640544,39.3294943772,139
8255,78463,1735.991,1935,ENST00000323347,1281.539343,22.718391,1539,3.554668881,1,1279.66265129,72.9568230943,259
8256,72523,3344.991,3544,ENST00000553414,135.645293,1.247966,202,3.55460819128,1,137.308485362,18.1993376364,64
8257,129,1250.991,1450,ENST00000339610,790.943289,19.457377,917,3.55373210461,1,789.477016208,35.8842422665,127
8258,93077,347.005,546,ENST00000592957,322.395163,28.592062,415,3.55346439805,1,320.947288024,26.4678920176,94
8259,62253,378.005,577,ENST00000544291,324.941124,26.454554,389,3.55294457313,1,325.583797542,17.8489140916,63
8260,86515,3111.991,3311,ENST00000545156,144.87154,1.432642,287,3.55256845206,1,143.47849235,40.3993644561,143
8261,16375,3823.991,4023,ENST00000281273,856.0,6.888901,969,3.55240611873,1,853.767088879,32.437989146,115
8262,8610,1296.991,1496,ENST00000319942,548.426796,13.012922,659,3.55231479139,1,548.880686869,30.9993116033,110
8263,90532,508.0,707,ENST00000449249,95.187326,5.766447,147,3.5509659884,1,95.9715181552,14.3703099415,51
8264,90814,273.007,472,ENST00000591164,24.03531,2.709372,43,3.55089750243,1,23.8771853984,5.3853468281,19
8265,51451,5024.991,5224,ENST00000413872,674.258772,4.129375,960,3.55086972777,1,647.801418354,87.9217221643,312
8266,36415,631.998,831,ENST00000445977,65.16965,3.173384,173,3.54953791572,1,61.9111677364,31.296702529,111
8267,87203,1465.991,1665,ENST00000339914,148.0,3.106873,189,3.54940501414,1,147.84,11.5963097578,41
8268,50206,3407.991,3607,ENST00000372544,377.412851,3.408092,522,3.54901680672,1,378.658896873,40.388961488,143
8269,30480,4249.991,4449,ENST00000281543,1723.0,12.476429,1872,3.54836248276,1,1722.39,42.1631106537,149
8270,27727,3621.991,3821,ENST00000354283,387.055422,3.288659,156,3.54748064482,1,391.962127296,66.5154093625,-235
8271,27661,1106.991,1306,ENST00000378564,199.078749,5.534444,437,3.54709929478,1,194.934266749,68.2432920913,242
8272,34893,1290.991,1490,ENST00000310842,12.321499,0.29372,33,3.54656034136,1,11.6354108414,6.02403092075,21
8273,68221,3564.991,3764,ENST00000345795,630.539587,5.443108,842,3.54647597714,1,626.617120116,60.7315208879,215
8274,87904,3126.991,3326,ENST00000443387,3076.0,30.272812,3260,3.54538644085,1,3074.165,52.4160068586,185
8275,6842,616.998,816,ENST00000452707,397.618472,19.832418,483,3.54524120861,1,398.105096505,23.946157257,84
8276,10757,697.998,897,ENST00000438830,64.289873,2.834532,118,3.54509356294,1,64.8502068073,14.9924937802,53
8277,89156,250.009,449,ENST00000592444,174.0,21.418392,222,3.54490104454,1,174.94,13.2754058318,47
8278,55538,753.998,953,ENST00000528364,2096.757529,85.579737,2296,3.54477915429,1,2092.39950863,57.4367210231,203
8279,76513,431.002,630,ENST00000582535,480.627821,34.318031,568,3.54468931702,1,483.2126979,23.9195298988,84
8280,17062,5578.991,5778,ENST00000337090,995.237116,5.489894,1121,3.54466380037,1,991.593241104,36.5074845414,129
8281,61542,2382.991,2582,ENST00000375887,531.541734,6.864486,629,3.54374837302,1,530.499327547,27.7956169809,98
8282,91227,302.007,501,ENST00000608004,241.904512,24.650156,300,3.54356240958,1,241.903032256,16.3950739478,58
8283,29709,4646.991,4846,ENST00000324666,38.182988,0.252866,76,3.54329433975,1,36.2307243607,11.2238137242,39
8284,75597,382.005,581,ENST00000580533,0.0,0.0,4,3.54307762159,1,0.21587307623,1.06803387561,3
8285,23216,13680.991,13880,ENST00000234453,372.0,0.836794,438,3.54290165363,1,373.46,18.2167066178,64
8286,3411,1885.991,2085,ENST00000432883,221.707646,3.617713,343,3.54245143217,1,209.798372937,37.6015393898,133
8287,14128,3325.991,3525,ENST00000424225,4999.118512,46.255717,5233,3.54154037728,1,4998.41666788,66.2376556888,234
8288,34231,2180.991,2380,ENST00000395831,90.131001,1.271784,155,3.54139311971,1,90.0231556867,18.3478202269,64
8289,22619,843.991,1043,ENST00000493468,651.140458,23.742697,748,3.54100097323,1,649.8322969,27.723150556,98
8290,56975,1946.991,2146,ENST00000343678,1006.066123,15.902144,1133,3.54090376674,1,1007.55419116,35.427624445,125
8291,76535,167.012,366,ENST00000595377,101.106332,18.630422,154,3.54015764153,1,101.995318165,14.6899339242,52
8292,64735,1935.991,2135,ENST00000552285,212.477891,3.377563,303,3.53981484453,1,215.441817273,24.7352436704,87
8293,25228,602.998,802,ENST00000406593,587.0,29.958145,683,3.53870369855,1,588.8,26.6199173552,94
8294,11582,284.007,483,ENST00000452197,1972.783043,213.768136,2179,3.53859474317,1,1973.36103073,58.1131732219,205
8295,48808,565.999,765,ENST00000379593,569.821293,30.982463,663,3.53812340045,1,571.251932491,25.9312796997,91
8296,70634,1233.991,1433,ENST00000555414,1189.279419,29.659583,1487,3.53809264603,1,1190.2265381,83.8795055965,296
8297,19387,2617.991,2817,ENST00000381341,4856.174227,57.084629,5986,3.53787046643,1,4866.00693074,316.572661402,1119
8298,71920,1360.991,1560,ENST00000606149,920.414132,20.812351,1092,3.53763114415,1,914.597089482,50.1473735643,177
8299,43037,970.991,1170,ENST00000210444,332.016601,10.522956,405,3.53749417497,1,332.531115133,20.4859375826,72
8300,20416,514.0,713,ENST00000606082,43.0,2.574532,65,3.53560631328,1,42.71,6.30443494692,22
8301,48445,1428.991,1628,ENST00000355432,2.135853,0.045998,8,3.53496483172,1,1.83727618649,1.74336212859,6
8302,7507,1692.991,1892,ENST00000358527,447.0,8.125423,521,3.53436825419,1,448.475903405,20.5196774582,72
8303,70499,564.999,764,ENST00000531964,306.91376,16.717126,396,3.53388745474,1,306.500638263,25.3260362371,89
8304,72015,4379.991,4579,ENST00000413890,6313.146324,44.357359,6605,3.53338293264,1,6317.09362936,81.4817912844,287
8305,22044,3596.991,3796,ENST00000263239,2892.105514,24.743882,3078,3.53021330817,1,2895.60969496,51.66551965,182
8306,1254,4587.991,4787,ENST00000372980,5.531695,0.037105,14,3.53016402604,1,5.86499871112,2.30442586488,8
8307,14844,633.998,833,ENST00000446140,198.705593,9.645285,257,3.52989218796,1,198.052233873,16.6995939219,58
8308,90815,811.991,1011,ENST00000591590,89.787579,3.402971,126,3.52984842188,1,90.46509876,10.0669765364,35
8309,49864,8117.991,8317,ENST00000332687,1478.0,5.602978,1619,3.52943626498,1,1477.98200615,39.9548209001,141
8310,7333,1325.991,1525,ENST00000296214,1037.870304,24.087717,1193,3.52904193495,1,1035.56224217,44.6120393965,157
8311,45629,898.991,1098,ENST00000607047,11.0,0.376557,23,3.52859167777,1,11.04,3.38945423335,11
8312,76705,2241.991,2441,ENST00000535071,343.473844,4.714687,457,3.52765861316,1,342.992882842,32.3180697624,114
8313,49203,1786.991,1986,ENST00000019019,909.685326,15.666137,1180,3.52736614681,1,919.699579663,73.7945564773,260
8314,16863,1563.991,1763,ENST00000389735,224.977381,4.42688,305,3.52732680375,1,220.81357707,23.8669189485,84
8315,39011,1867.991,2067,ENST00000373009,120.0,1.976968,159,3.52704266864,1,120.055,11.0418284265,38
8316,73423,2576.991,2776,ENST00000556045,827.0,9.876105,924,3.52690225549,1,829.26,26.8620996946,94
8317,35559,2352.991,2552,ENST00000310300,379.934342,4.969141,505,3.52590081726,1,380.118296759,35.4183823408,124
8318,22146,1534.991,1734,ENST00000285814,1104.819581,22.15025,1254,3.52452747971,1,1102.80607363,42.8976443612,151
8319,77099,430.002,629,ENST00000593205,382.53787,27.37768,460,3.52352001368,1,382.104370101,22.1073328934,77
8320,53830,635.998,835,ENST00000542074,262.35503,12.694819,366,3.5229111965,1,262.343393827,29.4235648846,103
8321,76137,2962.991,3162,ENST00000327564,609.562601,6.331127,1061,3.52258237027,1,610.51127054,127.885931997,450
8322,29184,2501.991,2701,ENST00000393565,747.127418,9.189714,908,3.52247749526,1,749.430887933,45.0163591621,158
8323,1708,355.005,554,ENST00000428552,249.0,21.585274,303,3.52233018997,1,249.095,15.3037895634,53
8324,58402,6192.991,6392,ENST00000332853,83.0,0.412449,113,3.52230345394,1,82.7,8.60232526704,30
8325,72586,375.005,574,ENST00000556864,254.445422,20.880981,314,3.52225060908,1,256.79455585,16.2411623985,57
8326,5401,528.999,728,ENST00000403997,331.86614,19.306376,412,3.52181076347,1,333.168117849,22.3839063044,78
8327,23746,3726.991,3926,ENST00000346817,111.973366,0.924591,262,3.52167167145,1,108.320890412,43.6381139202,153
8328,5568,517.0,716,ENST00000471018,59.0,3.511999,84,3.52157892631,1,58.885,7.13174417657,25
8329,3673,3820.991,4020,ENST00000341976,175.0,1.409468,225,3.52111900412,1,175.8,13.9728307798,49
8330,83232,346.005,545,ENST00000563939,309.0,27.483294,373,3.52069896965,1,309.295,18.0944183383,63
8331,84863,798.997,998,ENST00000395301,164.173044,6.32339,221,3.52055184564,1,164.633000788,16.0108419597,56
8332,29838,3440.991,3640,ENST00000226760,316.33532,2.829158,432,3.52034568831,1,317.187764324,32.6139094967,114
8333,19825,1652.991,1852,ENST00000344773,713.032764,13.274926,890,3.52034101596,1,710.41622408,51.0131760266,179
8334,16512,2812.991,3012,ENST00000283875,933.0,10.207194,1034,3.51992902037,1,931.755,29.0474607324,102
8335,60578,3076.991,3276,ENST00000346166,679.783082,6.798877,831,3.51934151032,1,679.785935192,42.9665789367,151
8336,11755,343.005,542,ENST00000435023,6.995913,0.627678,17,3.51853673089,1,6.89855918653,2.87092094983,10
8337,61928,443.002,642,ENST00000540688,664.332069,46.150062,754,3.51760450684,1,661.550394619,26.2819783182,92
8338,16463,2525.991,2725,ENST00000264246,2608.993979,31.785888,2835,3.51755333657,1,2615.28802688,62.461589662,219
8339,57483,2202.991,2402,ENST00000379713,509.0,7.110467,592,3.51749556186,1,508.959188327,23.6079364458,83
8340,35921,3034.991,3234,ENST00000388728,833.640595,8.453071,932,3.51743522818,1,825.915220466,30.1596966687,106
8341,17223,2834.991,3034,ENST00000507777,2549.264947,27.673007,2732,3.51707123343,1,2554.0656602,50.5916224026,177
8342,54878,1100.991,1300,ENST00000255082,143.0,3.997104,189,3.51698768895,1,143.523714515,12.9304647917,45
8343,26716,484.001,683,ENST00000380377,498.805879,31.716015,619,3.51646879348,1,494.725280043,35.3407714544,124
8344,1553,885.991,1085,ENST00000437404,591.714106,20.553027,690,3.51496308446,1,583.333686609,30.3463538103,106
8345,38747,3253.991,3453,ENST00000418635,223.324276,2.112091,353,3.51486389044,1,219.04996062,38.1095950101,133
8346,13915,358.005,557,ENST00000511155,153.185696,13.168061,197,3.51467530795,1,150.239167,13.304453158,46
8347,56676,9805.991,10005,ENST00000334801,178.4998,0.560195,235,3.51431306989,1,177.454656003,16.3745639198,57
8348,4532,754.998,954,ENST00000406423,193.0,7.866915,242,3.51411714638,1,194.29,13.5766674851,47
8349,12524,1858.991,2058,ENST00000367026,457.708038,7.577123,686,3.51396844436,1,455.519417881,65.5898269345,230
8350,34389,2735.991,2935,ENST00000258774,599.0,6.7376,687,3.51396245237,1,598.943952944,25.0589038016,88
