,EffectiveLength,Length,transcript_id,NumReads,TPM,count,deviation,faulty,mean,std
36264,2279.991,2479,ENST00000348127,1339.891567,18.085462,1847,12.790633531942468,1,1340.5321971324001,39.59677224765929
57605,3073.991,3273,ENST00000327347,4868.145894,48.736468,5926,12.78740377722395,1,4851.336009205152,84.04082717001292
13354,3504.991,3704,ENST00000283179,11804.257287,103.644155,13721,12.770490065461388,1,11792.985426175,150.97420411761948
78756,3735.991,3935,ENST00000245479,2165.0,17.833851,2794,12.763229677736703,1,2165.57,49.2375375095059
43853,1526.991,1726,ENST00000452446,2220.5865,44.753224,3061,12.758825246079487,1,2229.175657468649,65.19599778882092
16773,3419.991,3619,ENST00000265056,1690.829768,15.214861,2229,12.754965841595023,1,1689.9902608403488,42.2588147905418
52145,207.01,406,ENST00000532359,2216.580681,329.521837,2876,12.754381436200799,1,2222.853918015,51.20954593150033
92450,1745.991,1945,ENST00000587605,1747.789157,30.806342,2375,12.754367257926386,1,1736.34171363515,50.073694245235615
91296,1308.991,1508,ENST00000253023,644.684507,15.156667,997,12.75159388864604,1,642.3156404733047,27.814903973887105
34860,3414.991,3614,ENST00000388802,4.438798,0.040001,22,12.742804545984743,1,4.11471644178854,1.403559435732467
35545,871.991,1071,ENST00000423266,880.0,31.057311,1276,12.733510041396341,1,882.34,30.915277776529848
38462,1903.991,2103,ENST00000395496,2123.0,34.314541,2689,12.732987526178897,1,2124.685,44.319135539854564
21953,3072.991,3272,ENST00000409719,2438.536171,24.420861,3077,12.724044037434076,1,2434.0056011710994,50.53380803596829
9482,318.007,517,ENST00000436685,2159.069614,208.94088,2808,12.723732790916628,1,2161.4438118099,50.81497692655658
81168,3934.991,4134,ENST00000571133,7492.020746,58.593343,8653,12.718181342651997,1,7484.327089899798,91.88993918343597
49617,369.005,568,ENST00000609672,2310.702681,192.710204,2965,12.716175214253164,1,2313.053891651299,51.269040994178404
51556,3174.991,3374,ENST00000323578,981.345748,9.512017,1463,12.710128606954296,1,981.9727413545359,37.84597886619904
44764,2406.991,2606,ENST00000259089,4097.244738,52.38543,5456,12.709700169466771,1,4096.677269402249,106.95159700646033
44222,2101.991,2301,ENST00000371897,804.370744,11.776561,1191,12.706028571681996,1,805.9442292637646,30.30496654119066
74855,1883.991,2083,ENST00000572844,2074.0,33.87841,2664,12.702263292849603,1,2079.175,46.041007536760105
13872,3545.991,3745,ENST00000450726,1446.188885,12.551061,1984,12.698444453085125,1,1445.41044055,42.41382174327251
77908,2519.991,2719,ENST00000006658,1499.0,18.306095,2024,12.696220096269036,1,1502.88,41.045287183792475
10740,3376.991,3576,ENST00000368309,2287.0,20.841517,2880,12.694712494892723,1,2292.645,46.2676882392021
44395,1403.991,1603,ENST00000371671,1849.577489,40.541641,2562,12.691776735514527,1,1850.8726090706002,56.03056260354005
88699,368.005,567,ENST00000444740,2300.054223,192.343315,2994,12.691469336823523,1,2299.8545605686018,54.69385939556877
16804,1659.991,1859,ENST00000483457,1129.856344,20.946458,1529,12.688309049942262,1,1127.3030395901003,31.658825366625795
15854,3261.991,3461,ENST00000429644,3392.176569,32.002857,4772,12.680856042860476,1,3390.242084593549,108.964088129082
7639,831.991,1031,ENST00000372500,1083.923058,40.093412,1496,12.669081711521288,1,1084.1230372552502,32.51040384167607
39856,1462.991,1662,ENST00000257787,3164.0,66.556111,3891,12.664526605717155,1,3158.65,57.826875239805226
77336,336.006,535,ENST00000587109,1168.777133,107.047928,1594,12.662916261188792,1,1171.9920905774006,33.326281301885615
83644,6769.991,6969,ENST00000302516,6850.113141,31.138859,7868,12.661533658033056,1,6846.130737604498,80.70659447697962
29236,5880.991,6080,ENST00000274605,1348.0,7.053951,1837,12.658156701058024,1,1348.01,38.63042712681287
11788,2227.991,2427,ENST00000367558,2689.0,37.142442,3345,12.654551261670111,1,2683.535,52.270917105021226
80098,1032.991,1232,ENST00000397722,3765.598037,112.183911,4760,12.650386173334674,1,3757.3824315456022,79.25588631972215
84836,2193.991,2393,ENST00000409472,836.510803,11.73356,1281,12.646216619592327,1,831.728228878355,35.52618025106453
42802,4790.991,4990,ENST00000375746,3373.0,21.666264,4079,12.63871660434229,1,3366.5249997134483,56.37241680391554
4658,3822.991,4022,ENST00000405018,1529.550127,12.312705,2068,12.635991794800399,1,1527.6199171856,42.76514986633355
62802,1338.991,1538,ENST00000396076,13671.874863,314.22703,16621,12.620886098209702,1,13680.061507153483,233.0215541097146
91284,334.006,533,ENST00000593582,1784.471796,164.417503,2278,12.618072864947795,1,1781.726378921051,39.33038161933314
38230,1222.991,1422,ENST00000418386,4481.898899,112.779958,5851,12.6117362431609,1,4498.220510478049,107.26354115243548
88749,1988.991,2188,ENST00000222330,1017.722953,15.74671,1559,12.603712933414814,1,1019.6467131817897,42.79320622959313
58898,1974.991,2174,ENST00000372919,7792.0,121.416277,8922,12.599054335565594,1,7787.645,90.0349319708745
899,817.991,1017,ENST00000374443,1840.943638,69.260426,2465,12.596873578344896,1,1839.7920652275996,49.63199248480086
20080,1973.991,2173,ENST00000407341,1401.370559,21.847458,1981,12.594383697404373,1,1404.5040926784006,45.774046684032
84745,1127.991,1327,ENST00000447102,1619.790876,44.192285,2114,12.590742776517027,1,1615.3137411506507,39.60737406052391
39255,3654.991,3854,ENST00000244571,1113.0,9.371345,1505,12.588360311501253,1,1112.42,31.185951965588593
7409,4138.991,4338,ENST00000524432,5379.0,39.994485,6294,12.58621190876217,1,5376.675,72.88332714002564
85484,565.999,765,ENST00000426877,1532.896716,83.347036,2435,12.584518623686783,1,1533.3110317182995,71.65065230103653
37173,2898.991,3098,ENST00000419235,4862.850333,51.62227,5760,12.58031649488907,1,4863.4400293173,71.26688514131897
46437,4117.991,4317,ENST00000357039,7740.02918,57.842926,8877,12.57326555997517,1,7745.3340436669505,90.00573088470458
59169,1928.991,2128,ENST00000372134,9197.0,146.726675,10420,12.566949145323518,1,9194.88,97.48746380945603
80582,946.991,1146,ENST00000575009,1847.667333,60.044205,2408,12.559572026485577,1,1841.7536546406004,45.08484398714395
48136,4302.991,4502,ENST00000409379,1023.0,7.316414,1438,12.557046906287615,1,1022.105,33.120446479478495
89047,1838.991,2038,ENST00000164227,545.557321,9.129645,873,12.555984106136744,1,546.3508567735148,26.015415475624508
85487,601.998,801,ENST00000593418,3871.667476,197.922741,4831,12.551446795899913,1,3869.2313185348507,76.62612104441402
23169,1867.991,2067,ENST00000392524,5822.582265,95.925472,7250,12.54493845012553,1,5816.173135253051,114.29524907175619
43034,1263.991,1463,ENST00000339399,10438.0,254.136147,11747,12.540399512735382,1,10448.27,103.56368620322475
90506,763.998,963,ENST00000485876,1856.850623,74.795888,2423,12.53869313817216,1,1859.6220506275995,44.931153762530585
5086,1071.991,1271,ENST00000380995,1918.520354,55.076765,2528,12.536919412356285,1,1915.8767500067988,48.8256508524652
51958,1044.991,1244,ENST00000444844,4872.0,143.478849,5716,12.532937587449837,1,4869.815,67.51689251587341
13749,1033.991,1233,ENST00000530758,8830.444567,262.820336,9967,12.529611260511437,1,8843.267867710698,89.68611307446368
9642,9262.991,9462,ENST00000369466,8066.585454,26.799798,9203,12.528869232663356,1,8064.5384608883505,90.86706214026293
11066,4589.991,4789,ENST00000241704,9955.962382,66.752027,11838,12.52525120311419,1,9966.618731028098,149.4086816004628
49511,1334.991,1534,ENST00000375151,2023.0,46.634859,2525,12.524698243412772,1,2027.69,39.7063458404321
7370,600.998,800,ENST00000446260,510.0,26.114989,780,12.521778557141422,1,508.85,21.654272095824414
29908,4093.991,4293,ENST00000539824,766.325992,5.760494,1106,12.51793044867,1,765.3117365936251,27.216021434483377
89554,911.991,1111,ENST00000550973,3722.766048,125.62277,4615,12.516708410227418,1,3722.963021748399,71.2676966671778
38504,969.991,1169,ENST00000374982,20832.774077,660.956023,24991,12.511132874949269,1,20836.522654467506,332.0624428704535
38004,3118.991,3318,ENST00000453195,3267.108049,32.236096,4155,12.504612157237991,1,3264.3233675999986,71.22784946868222
13474,2789.991,2989,ENST00000306562,1266.092246,13.965472,1710,12.504212757897259,1,1264.1340688066994,35.65725726409334
6934,295.007,494,ENST00000335514,5446.919597,568.213233,6356,12.502834085933095,1,5448.314664394846,72.59836684759246
39193,862.991,1062,ENST00000372133,2091.741739,74.592469,2685,12.5008040138288,1,2088.80475684065,47.692551815052795
10059,1609.991,1809,ENST00000369126,2052.920378,39.241153,2636,12.498375976600634,1,2052.672897285751,46.67223196088434
44476,2432.991,2632,ENST00000323927,1151.0,14.558878,1571,12.48044245311,1,1148.75,33.83293513722982
65252,1781.991,1981,ENST00000552056,37532.368114,648.176912,39914,12.479980852754565,1,37540.1678373665,190.21120229599973
90847,1124.991,1324,ENST00000587252,1574.396017,43.068335,2105,12.471846988701973,1,1572.6727279178997,42.682312616914416
72812,3575.991,3775,ENST00000437176,3417.136649,29.40756,4216,12.464470158591542,1,3419.1732070494995,63.92785114907284
90637,1561.991,1761,ENST00000430952,1492.0,29.395673,1975,12.46135701833233,1,1494.06,38.594512563316556
39024,1829.991,2029,ENST00000230340,1192.0,20.045662,1610,12.459782586133068,1,1193.83,33.40106435429863
723,1254.991,1454,ENST00000339738,790.797299,19.391781,1381,12.45293512467151,1,791.2979258176891,47.3544644919899
54844,436.002,635,ENST00000525341,1723.0,121.615675,2248,12.45160260698086,1,1720.885,42.33310495345222
73252,329.007,528,ENST00000329559,3716.075097,347.594542,4739,12.443104975281406,1,3718.918129141048,81.97968858137695
4711,1710.991,1910,ENST00000404241,3935.618602,70.787794,5364,12.442858993753601,1,3925.5444393370517,115.60490731149993
42877,1081.991,1281,ENST00000375446,1121.0,31.88417,1519,12.440809831511997,1,1119.225,32.134162117596915
35493,406.004,605,ENST00000341942,1481.225881,112.275308,1963,12.439661422464237,1,1480.3292252582005,38.80095754617289
80609,836.991,1036,ENST00000396958,742.0,27.282006,1041,12.434427426783703,1,740.0998857388099,24.19895214580227
29316,605.998,805,ENST00000513225,3085.82751,156.708716,3795,12.426850536182874,1,3089.4939682923477,56.77271402383511
60465,1285.991,1485,ENST00000298248,2852.0,68.250324,3493,12.426662115633654,1,2854.905,51.348865372080034
24346,2347.991,2547,ENST00000258411,878.343591,11.512273,1270,12.422208445290982,1,879.0167308147596,31.47453779311315
80530,4083.991,4283,ENST00000397066,1623.0,12.230009,2140,12.41928197784985,1,1621.965,41.712153804376975
85318,1903.991,2103,ENST00000586154,1216.0,19.65449,1649,12.413114848724712,1,1217.44,34.76645509683149
89230,3118.991,3318,ENST00000317578,554.0,5.46624,834,12.41153121271439,1,556.309321956345,22.373603488922324
81319,4365.991,4565,ENST00000572882,1725.492125,12.16251,2246,12.39943195342346,1,1723.7591051248507,42.11813063992496
79139,3239.991,3439,ENST00000269383,1077.0,10.229749,1487,12.393808200204385,1,1078.84,32.93257354049332
43896,3175.991,3375,ENST00000291906,929.0,9.001803,1278,12.39217132476157,1,927.34,28.296897356424083
11456,6839.991,7039,ENST00000367796,0.094569,0.000425,1,12.385899069803866,1,0.06311974603696296,0.07564087586076808
89621,664.998,864,ENST00000452087,1593.0,73.720509,2099,12.384159172116014,1,1596.09,40.609135671668746
53529,270.007,469,ENST00000528798,1959.818944,223.374498,2476,12.381995290770487,1,1964.9002985650984,41.277652707223545
72442,434.002,633,ENST00000553375,986.853119,69.976714,1414,12.380913009403827,1,983.8019127047302,34.74687908464555
85721,233.01,432,ENST00000586895,3968.32732,524.115286,4769,12.380486797016394,1,3967.2610123082995,64.75827653924833
71265,1652.991,1852,ENST00000267415,1908.0,35.522292,2440,12.379357982055065,1,1909.05,42.88994637441274
86438,1865.991,2065,ENST00000547437,2553.459687,42.112648,3181,12.377580244495856,1,2552.9433644625497,50.74147152604716
57722,553.999,753,ENST00000421459,7701.484306,427.817243,8872,12.377034198049882,1,7696.223480231452,94.99662851006764
17621,9017.991,9217,ENST00000392845,2348.0,8.012745,2912,12.372260962218999,1,2346.1390525848,45.736260263436215
66141,974.991,1174,ENST00000266839,1754.997866,55.394819,2286,12.359965106579292,1,1758.6729616162993,42.66412031398058
53794,1581.991,1781,ENST00000529479,1084.523134,21.097351,1526,12.355009339777736,1,1086.3536480133007,35.58446132219666
76753,2214.991,2414,ENST00000254066,1866.641087,25.934742,2490,12.352546404114271,1,1866.1371184871005,50.50479966665894
68268,4709.991,4909,ENST00000267814,5861.585893,38.299059,6878,12.351162377861261,1,5870.212590526051,81.59453973986686
11831,1638.991,1838,ENST00000359856,12366.424697,232.199186,13866,12.34653653247074,1,12356.809620986502,122.23593029870419
87739,1247.991,1447,ENST00000429837,1995.873999,49.216962,2563,12.346488104903026,1,1995.3929138140506,45.973161061123264
5585,529.999,729,ENST00000378546,633.916136,36.808611,1022,12.33313104874502,1,630.1683702971001,31.770653222951967
4821,570.999,770,ENST00000435061,1256.925332,67.743412,1719,12.31470954592487,1,1256.9155124728013,37.52297086699131
74261,4140.991,4340,ENST00000254719,6667.787189,49.553062,7661,12.31138005078712,1,6669.771985921751,80.51315205843841
51440,1545.991,1745,ENST00000431809,751.0,14.94948,1071,12.310243232195608,1,749.875,26.085999597485237
66862,1888.991,2088,ENST00000371248,1474.24527,24.017785,1921,12.303453392243002,1,1475.3278668932987,36.22333656237407
26061,6283.991,6483,ENST00000264663,3890.938616,19.055128,5150,12.299545475270747,1,3882.302098273848,103.0686787796316
76376,578.998,778,ENST00000225245,3204.0,170.297443,3893,12.293910442780112,1,3200.05,56.36530404424339
5445,1990.991,2190,ENST00000343938,767.0,11.85548,1102,12.29298812809065,1,768.64,27.11789814863976
28075,428.002,627,ENST00000512088,2409.0,173.214214,2961,12.287837819672152,1,2403.42,45.37657545474315
47981,1162.991,1362,ENST00000425753,1737.235365,45.9701,2258,12.274758551571699,1,1736.0015420354498,42.526169111302956
1463,1254.991,1454,ENST00000543605,1517.0,37.199585,2016,12.272855783750375,1,1516.605,40.69101835786368
73895,2339.991,2539,ENST00000554913,1009.930466,13.282211,1427,12.267296030658514,1,1008.4450181101502,34.11957947731874
7182,2134.991,2334,ENST00000235150,1479.423363,21.325023,1979,12.266064754134476,1,1480.9450443971,40.604298573837426
48425,986.991,1186,ENST00000400701,800.0,24.944222,1140,12.265983237716918,1,800.6,27.670019877116097
23578,2099.991,2299,ENST00000345042,37770.408313,553.512369,40134,12.264986666685772,1,37763.88811381551,193.2421086622295
56558,5430.991,5630,ENST00000278935,1682.0,9.531032,2146,12.264966086032445,1,1681.11928962135,37.903138673009806
38365,676.998,876,ENST00000375661,3109.0,141.327354,3810,12.263022682177683,1,3110.865,57.01163718926164
744,3778.991,3978,ENST00000398022,2199.0,17.907808,2773,12.260183761158377,1,2198.165,46.88632823115924
60321,960.991,1160,ENST00000368636,3685.156193,118.012972,4521,12.255882274875894,1,3683.521528563803,68.33277708231557
64748,3738.991,3938,ENST00000257897,962.43716,7.921565,1352,12.255175243146804,1,961.2995032288148,31.88044960757849
71242,454.002,653,ENST00000524927,1510.423031,102.384456,1993,12.241316699548138,1,1510.3057575659002,39.431562329558666
15422,2480.991,2680,ENST00000330452,2924.071945,36.2707,3740,12.238677999345116,1,2922.34974532145,66.8087071759141
7729,3694.991,3894,ENST00000372343,1550.0,12.909558,2029,12.235551677686406,1,1549.425,39.19520857196705
66066,1504.991,1704,ENST00000228463,1405.407526,28.738327,1867,12.234204548832157,1,1411.393179047499,37.24041225025881
13815,1164.991,1377,ENST00000430365,1469.457092,38.817493,1918,12.231417578035762,1,1468.1413144321996,36.77894918538486
80926,1206.991,1406,ENST00000586536,1119.444579,28.54248,1572,12.229624877629822,1,1116.6801708981993,37.230890861964404
1298,928.991,1128,ENST00000537820,2952.944785,97.822102,3906,12.227952691047888,1,2945.2606716001987,78.56910741101908
63250,1627.991,1827,ENST00000266529,3010.0,56.899389,3649,12.220738650735857,1,3010.78,52.22433915331052
18381,1481.991,1681,ENST00000317897,1645.0,34.159653,2110,12.21624791809617,1,1649.625,37.6854663630424
10477,976.991,1176,ENST00000368575,3559.0,112.106447,4292,12.215645454757912,1,3553.515,60.45403026267148
36735,688.998,888,ENST00000409500,2300.0,102.731297,2919,12.205076796342164,1,2297.755,50.90054002660481
38596,1552.991,1752,ENST00000374656,1168.0,23.145524,1604,12.204695225711054,1,1171.955,35.399900776697095
46922,376.005,575,ENST00000521291,19686.432278,1611.264027,22526,12.199062264004072,1,19687.468785674493,232.6843779379008
29145,409.003,608,ENST00000503853,2572.890042,193.591919,3199,12.182475367559537,1,2574.0836939891487,51.296332408348476
78945,3435.991,3635,ENST00000322444,1892.0,16.945804,2462,12.175122571371254,1,1889.265,47.04141552929715
4620,4591.991,4791,ENST00000396821,11244.799375,75.360493,12615,12.172368334667311,1,11236.675591027999,113.23387290593952
74736,2459.991,2659,ENST00000575458,1526.0,19.090359,2002,12.166768712956141,1,1526.2963681738997,39.09860070895679
50440,1520.991,1720,ENST00000394617,3298.322511,66.73591,4416,12.165074982545242,1,3294.244623435199,92.21113541628998
37906,2486.991,2686,ENST00000377194,2068.0,25.589947,2587,12.162212812149287,1,2069.27,42.568733831299205
86024,1086.991,1286,ENST00000592312,1203.736675,34.07993,1621,12.158352201480898,1,1204.60980789825,34.24725531894308
8840,5927.991,6127,ENST00000355754,6679.0,34.673441,7686,12.157710973334972,1,6676.945,82.99712028136882
70223,1885.991,2085,ENST00000450438,1271.0,20.739536,1703,12.151538145939654,1,1269.02,35.71399725597794
87776,91.027,290,ENST00000590618,1631.999305,551.751284,2108,12.147163480657976,1,1630.1093043253484,39.341752207056466
54518,1063.991,1263,ENST00000530349,576.0,16.660103,847,12.13993029553902,1,574.765,22.424758081192312
5184,1378.991,1578,ENST00000418590,943.748775,21.061441,1324,12.138538496854204,1,945.24689779624,31.202529225566717
58791,4355.991,4555,ENST00000263563,1516.0,10.71039,1978,12.134310374320796,1,1517.175,37.97702430417635
78128,6605.991,6805,ENST00000579991,5355.0,24.946782,6203,12.134288707345723,1,5348.775,70.39761625935922
48125,4310.991,4510,ENST00000349769,1238.666617,8.842404,1674,12.134085125924672,1,1237.0432320428006,36.010689180318515
4187,2316.991,2516,ENST00000215919,1283.0,17.041012,1713,12.134079352103857,1,1284.625,35.30346123257605
67228,12068.991,12268,ENST00000389561,2225.545402,5.674904,2781,12.129136576671206,1,2225.911309013451,45.76489740037958
5405,2593.991,2793,ENST00000379198,750.0,8.897866,1083,12.128625192015969,1,751.635,27.32090362707646
29142,1111.991,1311,ENST00000303251,973.0,26.928038,1338,12.128508803834883,1,975.725,29.86970664402314
34506,2551.991,2751,ENST00000545390,4302.638451,51.885832,5189,12.126545168247395,1,4301.448599731948,73.19078830399694
32316,1152.991,1352,ENST00000502781,1834.0,48.951562,2351,12.116074063515017,1,1833.845,42.68338054793693
69208,2156.991,2356,ENST00000451782,971.650462,13.862923,1360,12.11040512242798,1,972.1936008749951,32.02257853511466
89978,1410.991,1610,ENST00000598585,958.884825,20.913914,1347,12.1040576187692,1,957.6200190420047,32.169376024301286
82029,4580.991,4780,ENST00000416441,1433.0,9.626752,1875,12.101003015853891,1,1435.885,36.28748785738687
37964,596.998,796,ENST00000429294,2710.039984,139.699713,3539,12.095103265059564,1,2710.2970790327504,68.5155721953374
51241,1040.991,1240,ENST00000158526,1770.363096,52.336964,2401,12.091763832071587,1,1776.704380002099,51.62982246990722
86251,322.007,521,ENST00000587981,773.0,73.876742,1090,12.084632522576502,1,770.78,26.41536673983536
90504,447.002,646,ENST00000471292,1323.196887,91.097775,1734,12.084103509888738,1,1317.5984227454,34.458623836997724
39369,830.991,1030,ENST00000421471,2885.190764,106.849232,3564,12.082592735754037,1,2885.00821924385,56.195867526588145
35353,362.005,561,ENST00000458033,2100.993861,178.608825,2803,12.079513981518346,1,2095.7543544168507,58.54918059329498
43790,1342.991,1542,ENST00000314392,1532.0,35.105793,2046,12.078745434545365,1,1536.66,42.16828666189794
44356,2114.991,2314,ENST00000298537,1574.0,22.902837,2050,12.078494055763468,1,1570.33,39.71273221524806
5467,522.0,721,ENST00000344843,3161.985415,186.415607,3813,12.071694285316113,1,3162.90130528665,53.85314433485311
3335,1441.991,1641,ENST00000215882,2197.945355,46.908058,3314,12.065509985575954,1,2191.8497700608004,93.00479062059581
31199,4078.991,4278,ENST00000432794,8704.28223,65.670945,9830,12.06425544021512,1,8699.302130706703,93.72297154155213
6860,1698.991,1898,ENST00000318074,924.0,16.73686,1299,12.060077470950985,1,925.31,30.98570476848961
80149,5288.991,5488,ENST00000293879,1189.0,6.918343,1617,12.055189166141043,1,1189.185,35.48803706884899
71241,509.0,708,ENST00000250495,3101.317319,187.508659,3826,12.05054276536642,1,3101.2222865598,60.14481899713516
10731,4238.991,4438,ENST00000462460,5139.473935,37.31206,6757,12.04598506143154,1,5177.68835999285,131.10689013418596
7824,2330.991,2530,ENST00000372168,1356.0,17.902438,1781,12.04117910913706,1,1356.85,35.224955642271574
1121,1293.991,1493,ENST00000373473,2445.049212,58.149967,3027,12.029989420922513,1,2442.26699258045,48.60627777465745
12877,1396.991,1596,ENST00000366839,5942.0,130.897743,6924,12.024814565739485,1,5945.73,81.35426909511267
82805,416.003,615,ENST00000219244,1691.0,125.094912,2170,12.014739104314494,1,1687.48,40.16067230512954
1318,1862.991,2062,ENST00000372813,2345.0,38.736929,2907,12.012159345889847,1,2349.645,46.39923463808428
78100,6164.991,6364,ENST00000284073,4912.164116,24.520734,5723,12.00703416002792,1,4903.264186141651,68.27129855158523
28273,6595.991,6795,ENST00000394464,8819.999992,41.151111,9963,12.00619720040509,1,8807.541531424748,96.2385049394547
50441,1389.991,1589,ENST00000343905,586.0,12.974145,844,12.005930267705844,1,585.38,21.541021331403957
86000,370.005,569,ENST00000591946,1323.564656,110.085645,1783,11.997375913921017,1,1324.1704486579,38.244158942265244
15238,1378.991,1578,ENST00000232888,1288.0,28.744023,1718,11.993551926974341,1,1289.94,35.69084476444905
78895,641.998,841,ENST00000583369,437.681995,20.980599,689,11.990521066801904,1,441.11252745064036,20.673619700788855
81805,516.0,715,ENST00000566073,367.920847,21.943081,587,11.987829222708609,1,367.4817131972401,18.311762932602115
51469,1705.991,1905,ENST00000338675,1011.000041,18.237594,1384,11.98758852087508,1,1013.9230758797848,30.871673938070735
62124,348.005,547,ENST00000537688,737.976967,65.260442,1039,11.98031429081019,1,735.3196104549996,25.34828237168588
13016,2515.991,2715,ENST00000284551,932.0,11.39987,1306,11.978909114414432,1,928.465,31.516642825656426
24641,1889.991,2089,ENST00000409979,3874.195376,63.083368,4686,11.971340695589843,1,3872.445244018649,67.95853335633983
5483,4064.991,4264,ENST00000404702,1719.212677,13.015566,2557,11.97033098244192,1,1717.4324033408004,70.13737530655395
60903,531.999,731,ENST00000528619,84874.955554,4909.773056,88323,11.969892785582791,1,84891.34708751104,286.69036339425185
21216,465.001,664,ENST00000432071,3247.893248,214.951836,3925,11.964956541323469,1,3248.098863907448,56.57363934041322
74904,2757.991,2957,ENST00000250113,1122.0,12.519676,1504,11.963683967390713,1,1121.75,31.950860708281397
89970,1243.991,1443,ENST00000270632,1405.17436,34.762108,1965,11.962945993036854,1,1404.0006529600003,46.89474878232625
28774,870.991,1070,ENST00000393964,5494.885693,194.15035,6322,11.959092452516021,1,5492.963968074349,69.32265430820658
43641,2250.991,2450,ENST00000373544,1849.0,25.278787,2363,11.958475971534856,1,1848.495,43.024295171449346
84579,1774.991,1974,ENST00000333511,1066.945951,18.498621,1483,11.958235521109435,1,1067.9851563606394,34.70535790223818
49224,1811.991,2011,ENST00000430348,5484.712139,93.151724,6783,11.956385036606473,1,5480.815061738003,108.91125823358311
22280,236.009,435,ENST00000457492,1204.304995,157.036291,1709,11.954629386130897,1,1200.9442273015507,42.49866359620213
44347,2734.991,2934,ENST00000371739,574.412767,6.463403,848,11.946067934187944,1,571.9679820051899,23.10651668109519
76677,2030.991,2230,ENST00000394169,2225.0,33.714374,2775,11.940748386691276,1,2222.355,46.282274954889594
39187,2733.991,2933,ENST00000307126,1664.0,18.730497,2141,11.939506604830946,1,1657.9924743862,40.45456329144842
21601,517.0,716,ENST00000409320,55941.402138,3329.934663,59053,11.931128163722557,1,55948.72768168149,260.1826311578203
3514,5125.991,5325,ENST00000354336,4108.0,24.662985,4865,11.929713373001967,1,4102.46,63.91938985941589
70203,7033.991,7233,ENST00000268182,8560.0,37.451136,9565,11.928918042545192,1,8550.975,85.00561378520831
31158,2833.991,3033,ENST00000313899,6307.330684,68.492056,7368,11.92461146936142,1,6298.223764093098,89.71162193883958
46395,1373.991,1573,ENST00000520242,2786.430036,62.410459,3475,11.9206667787606,1,2786.045940344599,57.794926445132305
80435,3171.991,3371,ENST00000563630,1791.128349,17.377521,2563,11.914832505354685,1,1762.27108979955,67.20437822693619
82965,1012.991,1212,ENST00000539737,1344.726163,40.852762,1756,11.914504651749471,1,1344.0999105383003,34.57131467074615
76881,2130.991,2330,ENST00000469257,6416.766731,92.667558,7385,11.912196682922971,1,6413.760043997348,81.53323705568074
1441,2547.991,2747,ENST00000372409,1324.0,15.991278,1731,11.898922199333859,1,1324.675,34.148050822850784
5905,3629.991,3829,ENST00000435891,1944.0,16.481008,2456,11.896172951030064,1,1943.615,43.071414824683906
82286,790.998,990,ENST00000247470,1027.473851,39.974991,1468,11.895680090992629,1,1026.0213389027253,37.154551712595186
82236,1298.991,1498,ENST00000394998,1297.641755,30.742685,1714,11.878420699439483,1,1296.5342852602,35.14488376047325
5861,7826.991,8026,ENST00000337907,2210.392873,8.690958,2889,11.871887072792717,1,2210.4822438343995,57.15331960329939
5128,1042.991,1242,ENST00000403427,1401.406586,41.350117,1834,11.86106216956512,1,1396.4684657551497,36.888056734710815
89810,829.991,1029,ENST00000246784,942.588807,34.94959,1310,11.858026049325385,1,943.2767461216304,30.926163625625772
86718,3878.991,4078,ENST00000359866,1159.0,9.195127,1562,11.852461610051805,1,1160.44,33.87988193603985
83610,639.998,839,ENST00000565361,1233.0,59.289439,1630,11.83423304416538,1,1231.25,33.69462123247567
78124,1117.991,1317,ENST00000584773,4690.444219,129.112655,5525,11.827150527823258,1,4698.199505006096,69.90699011134286
86189,2856.991,3056,ENST00000588216,1548.928701,16.684593,1998,11.819341444892888,1,1547.1364028287003,38.14625368709666
33608,6076.991,6276,ENST00000242057,2971.0,15.045516,3625,11.817621768459341,1,2970.75,55.362238935939
826,2303.991,2503,ENST00000343380,956.0,12.769391,1329,11.815960072445272,1,954.49,31.695266208063316
10455,1435.991,1635,ENST00000368630,1314.862266,28.178746,1738,11.81339604571804,1,1314.9517908380003,35.810888547611206
39697,672.998,872,ENST00000344726,6034.0,275.920788,6845,11.802581317702762,1,6030.91,68.97558916022393
76651,5916.991,6116,ENST00000488188,4361.0,22.681837,5173,11.793315694244738,1,4359.69,68.96364187019128
86283,2379.991,2579,ENST00000592062,1737.651194,22.468825,2339,11.79324959078104,1,1720.1032495200996,52.478898688254795
5747,3882.991,4082,ENST00000377893,528.0,4.184664,787,11.79091462584676,1,528.695,21.90712155898168
65096,1989.991,2189,ENST00000543146,11115.0,171.890329,12359,11.789288237131274,1,11127.58,104.45244659652545
12130,1331.991,1531,ENST00000367311,1094.284809,25.282627,1646,11.776154961473146,1,1092.6822302457101,46.98628470536636
10546,1991.991,2191,ENST00000539880,1701.322305,26.284052,2204,11.77317600111034,1,1701.9848018760995,42.64059231566359
73995,2687.991,2887,ENST00000392585,1357.0,15.536211,1791,11.770231321490012,1,1353.605,37.161121821064555
4884,1924.991,2124,ENST00000352397,1971.918728,31.524877,3224,11.768049233875756,1,1979.0504222828001,105.79065000284514
24347,437.002,636,ENST00000458582,580.656409,40.891078,893,11.762071449268486,1,578.3732691852402,26.749261996221524
52622,7682.991,7882,ENST00000396087,0.0,0.0,21,11.761017657876202,1,0.2559544044249299,1.76379682430653
